station_code,line_code,index,numbering,impl
1150218,11502,17,CA50,1
1150242,11502,18,CA51,1
1150219,11502,19,CA52,1
1150220,11502,20,CA53,1
1150221,11502,21,CA54,1
100212,11502,22,CA55,1
1150223,11502,23,CA56,1
1150240,11502,24,CA57,1
1150224,11502,25,CA58,1
1150225,11502,26,CA59,1
1150226,11502,27,CA60,1
1150227,11502,28,CA61,1
1150241,11502,29,CA62,1
1150228,11502,30,CA63,1
1150229,11502,31,CA64,1
1150230,11502,32,CA65,1
1141102,11502,33,CA66,1
1150232,11502,34,CA67,1
100213,11502,35,CA68,1
1150234,11502,36,CA69,1
1150235,11502,37,CA70,1
1150236,11502,38,CA71,1
1150237,11502,39,CA72,1
1150238,11502,40,CA73,1
1141601,11502,41,CA74,1
1141601,11503,1,CA74,1
1150302,11503,2,CA75,1
1150303,11503,3,CA76,1
1150304,11503,4,CA77,1
1150305,11503,5,NULL,1
1150306,11503,6,NULL,1
1150307,11503,7,CA78,1
1150308,11503,8,CA79,1
1150309,11503,9,CA80,1
1150310,11503,10,CA81,1
1150311,11503,11,CA82,1
100215,11503,12,CA83,1
100205,11504,1,NULL,1
1150402,11504,2,NULL,1
1150403,11504,3,NULL,1
1150404,11504,4,NULL,1
1150405,11504,5,NULL,1
1150406,11504,6,NULL,1
1130114,11505,1,CB00,1
1150502,11505,2,CB01,1
1150503,11505,3,CB02,1
1150504,11505,4,CB03,1
1150505,11505,5,CB04,1
1150506,11505,6,CB05,1
1150507,11505,7,CB06,1
1150508,11505,8,CB07,1
1150509,11505,9,CB08,1
1150510,11505,10,CB09,1
1150511,11505,11,CB10,1
1150512,11505,12,CB11,1
1150513,11505,13,CB12,1
1150514,11505,14,CB13,1
1150515,11505,15,CB14,1
1150516,11505,16,CB15,1
1150517,11505,17,CB16,1
1150518,11505,18,CB17,1
1150104,11505,19,CB18,1
1150226,11506,1,CE00,1
1150602,11506,2,CE01,1
1150603,11506,3,CE02,1
1150604,11506,4,CE03,1
1150605,11506,5,CE04,1
1150606,11506,6,CE05,1
1150607,11506,7,CE06,1
1150608,11506,8,CE07,1
1150609,11506,9,CE08,1
1150610,11506,10,CE09,1
1141113,11507,1,CI07,1
1150702,11507,2,CI06,1
1150703,11507,3,CI05,1
1150704,11507,4,CI04,1
1150705,11507,5,CI03,1
1150706,11507,6,CI02,1
1150707,11507,7,CI01,1
1141608,11507,8,CI00,1
100213,11508,1,CJ00,1
1150802,11508,2,CJ01,1
1150803,11508,3,CJ02,1
1150804,11508,4,CJ03,1
1150805,11508,5,CJ04,1
1150806,11508,6,CJ05,1
1150807,11508,7,CJ06,1
1150808,11508,8,CJ07,1
1150809,11508,9,CJ08,1
1150810,11508,10,CJ09,1
1150811,11508,11,CJ10,1
1150812,11508,12,CJ11,1
1150813,11508,13,CJ12,1
1150814,11508,14,CJ13,1
1150815,11508,15,CJ14,1
1150816,11508,16,CJ15,1
1150817,11508,17,CJ16,1
1150818,11508,18,CJ17,1
1150818,11509,1,NULL,1
1150902,11509,2,NULL,1
1150903,11509,3,NULL,1
1150904,11509,4,NULL,1
1150905,11509,5,NULL,1
1150906,11509,6,NULL,1
1150907,11509,7,NULL,1
1150908,11509,8,NULL,1
1150909,11509,9,NULL,1
1150910,11509,10,NULL,1
1150911,11509,11,NULL,1
1150912,11509,12,NULL,1
1150818,11510,1,NULL,1
1151002,11510,2,NULL,1
1151003,11510,3,NULL,1
1151004,11510,4,NULL,1
1151005,11510,5,NULL,1
1151006,11510,6,NULL,1
1151007,11510,7,NULL,1
1151008,11510,8,NULL,1
1151009,11510,9,NULL,1
1151010,11510,10,NULL,1
1151011,11510,11,NULL,1
1151012,11510,12,NULL,1
1151013,11510,13,NULL,1
1151014,11510,14,NULL,1
1151015,11510,15,NULL,1
1151016,11510,16,NULL,1
1151017,11510,17,NULL,1
1151018,11510,18,NULL,1
1151019,11510,19,NULL,1
1151020,11510,20,NULL,1
1151021,11510,21,NULL,1
1151022,11510,22,NULL,1
1151023,11510,23,NULL,1
1151024,11510,24,NULL,1
1151025,11510,25,NULL,1
1151026,11510,26,NULL,1
1151027,11510,27,NULL,1
1151028,11510,28,NULL,1
1151029,11510,29,NULL,1
1151030,11510,30,NULL,1
1151031,11510,31,NULL,1
1151032,11510,32,NULL,1
1151033,11510,33,NULL,1
1151034,11510,34,NULL,1
1151035,11510,35,NULL,1
1151036,11510,36,NULL,1
1151037,11510,37,NULL,1
1151038,11510,38,NULL,1
1151039,11510,39,NULL,1
1151040,11510,40,NULL,1
1151041,11510,41,NULL,1
1150904,11511,1,NULL,1
1151102,11511,2,NULL,1
1151103,11511,3,NULL,1
1151104,11511,4,NULL,1
1151105,11511,5,NULL,1
1151106,11511,6,NULL,1
1151107,11511,7,NULL,1
1151108,11511,8,NULL,1
1151109,11511,9,NULL,1
1151110,11511,10,NULL,1
1151111,11511,11,NULL,1
1151010,11512,1,NULL,1
1151202,11512,2,NULL,1
1151203,11512,3,NULL,1
1151204,11512,4,NULL,1
1151205,11512,5,NULL,1
1151206,11512,6,NULL,1
1151207,11512,7,NULL,1
1151208,11512,8,NULL,1
1151209,11512,9,NULL,1
1151210,11512,10,NULL,1
1151211,11512,11,NULL,1
1151008,11513,1,NULL,1
1151302,11513,2,NULL,1
1151303,11513,3,NULL,1
1151304,11513,4,NULL,1
1151305,11513,5,NULL,1
1151306,11513,6,NULL,1
1151307,11513,7,NULL,1
1151308,11513,8,NULL,1
1151309,11513,9,NULL,1
1151310,11513,10,NULL,1
1151311,11513,11,NULL,1
1151312,11513,12,NULL,1
1151313,11513,13,NULL,1
1151314,11513,14,NULL,1
1151315,11513,15,NULL,1
100215,11601,1,A12,1
1160102,11601,2,A13,1
1160103,11601,3,A14,1
1160104,11601,4,A15,1
1160105,11601,5,A16,1
1160106,11601,6,A17,1
1160107,11601,7,A18,1
1160108,11601,8,A19,1
1160109,11601,9,A20,1
1160110,11601,10,A21,1
1160111,11601,11,A22,1
1160112,11601,12,A23,1
1151111,11601,13,A24,1
1160114,11601,14,A25,1
1160115,11601,15,A26,1
1160116,11601,16,A27,1
1160117,11601,17,A28,1
1160118,11601,18,A29,1
1160119,11601,19,A30,1
100216,11601,20,A31,1
100216,11602,1,A31,1
1160202,11602,2,A32,1
1160216,11602,3,A33,1
1160203,11602,4,A34,1
1160204,11602,5,A35,1
1160205,11602,6,A36,1
1160215,11602,7,A37,1
1160206,11602,8,A38,1
1160207,11602,9,A39,1
1160217,11602,10,A40,1
1160208,11602,11,A41,1
1160209,11602,12,A42,1
1160210,11602,13,A43,1
1160211,11602,14,A44,1
1160212,11602,15,A45,1
100217,11602,16,A46,1
1160214,11602,17,A47,1
1160214,11603,1,A47,1
1160302,11603,2,A48,1
1160303,11603,3,A49,1
1160304,11603,4,A50,1
1160305,11603,5,A51,1
1160306,11603,6,A52,1
1160316,11603,7,A53,1
1160307,11603,8,A54,1
1160308,11603,9,A55,1
1160309,11603,10,A56,1
1160310,11603,11,A57,1
1160311,11603,12,A58,1
1160317,11603,13,A59,1
1160312,11603,14,A60,1
1160313,11603,15,A61,1
1160314,11603,16,A62,1
1160315,11603,17,A63,1
100216,11605,1,B31,1
1160119,11605,2,B30,1
1160503,11605,3,B29,1
1160504,11605,4,B28,1
1160505,11605,5,B27,1
1160506,11605,6,B26,1
1160507,11605,7,B25,1
1160508,11605,8,B24,1
1160509,11605,9,B23,1
1160510,11605,10,B22,1
1160511,11605,11,B21,1
1160512,11605,12,B20,1
1160513,11605,13,B19,1
1160514,11605,14,B18,1
1160515,11605,15,B17,1
1160516,11605,16,B16,1
1160517,11605,17,B15,1
1160518,11605,18,B14,1
1160519,11605,19,B13,1
1160520,11605,20,B12,1
1160521,11605,21,B11,1
1141510,11605,22,B10,1
1150912,11607,1,Q39,1
1160702,11607,2,Q38,1
1160703,11607,3,Q37,1
1160704,11607,4,Q36,1
1160705,11607,5,Q34,1
1160706,11607,6,Q33,1
1160707,11607,7,Q32,1
1160708,11607,8,Q31,1
1160709,11607,9,Q30,1
1160710,11607,10,Q29,1
1160711,11607,11,Q28,1
1160712,11607,12,Q27,1
1160713,11607,13,Q26,1
1160714,11607,14,Q25,1
1160715,11607,15,Q24,1
1160716,11607,16,Q23,1
1160717,11607,17,Q22,1
1160718,11607,18,Q21,1
1160719,11607,19,Q20,1
1160720,11607,20,Q19,1
1160721,11607,21,Q18,1
1160722,11607,22,Q17,1
1160315,11608,1,A63,1
1160802,11608,2,A64,1
1160803,11608,3,A65,1
1160804,11608,4,A66,1
1160822,11608,5,A67,1
1160805,11608,6,A68,1
1160806,11608,7,A69,1
1160807,11608,8,A70,1
1160808,11608,9,A71,1
1160809,11608,10,A72,1
1160810,11608,11,A73,1
100303,11608,12,A74,1
1160812,11608,13,A75,1
1160813,11608,14,A76,1
1160814,11608,15,A77,1
1160815,11608,16,A78,1
1160816,11608,17,A79,1
1160817,11608,18,A80,1
1160818,11608,19,A81,1
1160819,11608,20,A82,1
1160820,11608,21,A83,1
1160823,11608,22,A84,1
100304,11608,23,A85,1
100304,11609,1,NULL,1
1160902,11609,2,NULL,1
1160918,11609,3,NULL,1
1160903,11609,4,NULL,1
1160904,11609,5,NULL,1
100305,11609,6,NULL,1
1160906,11609,7,NULL,1
1160907,11609,8,NULL,1
1160908,11609,9,NULL,1
1160909,11609,10,NULL,1
1160910,11609,11,NULL,1
1160911,11609,12,NULL,1
1160912,11609,13,NULL,1
1160913,11609,14,NULL,1
1160914,11609,15,NULL,1
1160915,11609,16,NULL,1
1160916,11609,17,NULL,1
1160919,11609,18,NULL,1
100306,11609,19,NULL,1
100306,11610,1,NULL,1
1161002,11610,2,NULL,1
1161003,11610,3,NULL,1
1161004,11610,4,NULL,1
1161005,11610,5,NULL,1
1161006,11610,6,NULL,1
100307,11610,7,NULL,1
1161008,11610,8,NULL,1
1161009,11610,9,NULL,1
1161010,11610,10,NULL,1
1161011,11610,11,NULL,1
1161012,11610,12,NULL,1
1161013,11610,13,NULL,1
100308,11610,14,NULL,1
1161015,11610,15,NULL,1
1161016,11610,16,NULL,1
1161017,11610,17,NULL,1
1161018,11610,18,NULL,1
1161019,11610,19,NULL,1
100310,11610,20,NULL,1
100310,11611,1,NULL,1
1161102,11611,2,NULL,1
1161103,11611,3,NULL,1
1161104,11611,4,NULL,1
1161105,11611,5,NULL,1
1161106,11611,6,NULL,1
1161107,11611,7,NULL,1
1161131,11611,8,NULL,1
1161108,11611,9,NULL,1
1161109,11611,10,NULL,1
1161110,11611,11,NULL,1
1161111,11611,12,NULL,1
1161112,11611,13,NULL,1
1161113,11611,14,NULL,1
1161114,11611,15,NULL,1
100312,11611,16,NULL,1
1161130,11611,17,NULL,1
1161116,11611,18,NULL,1
1161117,11611,19,NULL,1
1161118,11611,20,NULL,1
1161119,11611,21,NULL,1
1161120,11611,22,NULL,1
1161121,11611,23,NULL,1
1161122,11611,24,NULL,1
1161123,11611,25,NULL,1
1161124,11611,26,NULL,1
1161125,11611,27,NULL,1
1161126,11611,28,NULL,1
1161127,11611,29,NULL,1
1161129,11611,30,NULL,1
1161128,11611,31,NULL,1
1161128,11612,1,NULL,1
1161202,11612,2,NULL,1
1161203,11612,3,NULL,1
1161204,11612,4,NULL,1
1161205,11612,5,NULL,1
1161206,11612,6,NULL,1
1161207,11612,7,NULL,1
1161208,11612,8,NULL,1
1161209,11612,9,NULL,1
1161210,11612,10,NULL,1
1161211,11612,11,NULL,1
1161212,11612,12,NULL,1
1161213,11612,13,NULL,1
1161214,11612,14,NULL,1
1161215,11612,15,NULL,1
100314,11612,16,NULL,1
1161217,11612,17,NULL,1
1161218,11612,18,NULL,1
1161219,11612,19,NULL,1
1161220,11612,20,NULL,1
1161221,11612,21,NULL,1
1161222,11612,22,NULL,1
1161223,11612,23,NULL,1
100315,11612,24,NULL,1
1161225,11612,25,NULL,1
1161226,11612,26,NULL,1
1161227,11612,27,NULL,1
1161228,11612,28,NULL,1
1161229,11612,29,NULL,1
100316,11612,30,NULL,1
1161231,11612,31,NULL,1
1161232,11612,32,NULL,1
1161233,11612,33,NULL,1
100317,11612,34,NULL,1
1161235,11612,35,NULL,1
1161236,11612,36,NULL,1
1161237,11612,37,NULL,1
1160802,11613,1,NULL,1
1161302,11613,2,NULL,1
100216,11614,1,E01,1
1161416,11614,2,E02,1
1161402,11614,3,E03,1
1161403,11614,4,E04,1
1161404,11614,5,E05,1
1161405,11614,6,E06,1
1161406,11614,7,E07,1
1161407,11614,8,E08,1
1161408,11614,9,E09,1
1161409,11614,10,E10,1
1161410,11614,11,E11,1
1161411,11614,12,E12,1
1161412,11614,13,E13,1
1161413,11614,14,E14,1
1161414,11614,15,E15,1
1161415,11614,16,E16,1
1161415,11615,1,NULL,1
1161502,11615,2,NULL,1
1161503,11615,3,NULL,1
1161504,11615,4,NULL,1
1161505,11615,5,NULL,1
1161506,11615,6,NULL,1
1161507,11615,7,NULL,1
1161508,11615,8,NULL,1
1161509,11615,9,NULL,1
1161510,11615,10,NULL,1
1161511,11615,11,NULL,1
1161512,11615,12,NULL,1
1161513,11615,13,NULL,1
1161514,11615,14,NULL,1
1161515,11615,15,NULL,1
1161516,11615,16,NULL,1
1161517,11615,17,NULL,1
1161518,11615,18,NULL,1
1161519,11615,19,NULL,1
1161520,11615,20,NULL,1
1161521,11615,21,NULL,1
1161522,11615,22,NULL,1
1161523,11615,23,NULL,1
1161524,11615,24,NULL,1
1161524,11616,1,NULL,1
1161602,11616,2,NULL,1
1161603,11616,3,NULL,1
1161604,11616,4,NULL,1
1161606,11616,5,NULL,1
1161607,11616,6,NULL,1
1161608,11616,7,NULL,1
1161609,11616,8,NULL,1
1161610,11616,9,NULL,1
1161611,11616,10,NULL,1
1161612,11616,11,NULL,1
1161613,11616,12,NULL,1
1161614,11616,13,NULL,1
1161615,11616,14,NULL,1
1161616,11616,15,NULL,1
1161617,11616,16,NULL,1
1161618,11616,17,NULL,1
1161619,11616,18,NULL,1
1161620,11616,19,NULL,1
1161621,11616,20,NULL,1
1161622,11616,21,NULL,1
1161623,11616,22,NULL,1
1161624,11616,23,NULL,1
1161625,11616,24,NULL,1
1161626,11616,25,NULL,1
1161627,11616,26,NULL,1
1161628,11616,27,NULL,1
1161629,11616,28,NULL,1
1161630,11616,29,NULL,1
1161631,11616,30,NULL,1
1161632,11616,31,NULL,1
1161633,11616,32,NULL,1
1161634,11616,33,NULL,1
1161635,11616,34,NULL,1
1161636,11616,35,NULL,1
1161637,11616,36,NULL,1
1161638,11616,37,NULL,1
1161639,11616,38,NULL,1
1161640,11616,39,NULL,1
1161641,11616,40,NULL,1
1161642,11616,41,NULL,1
1160702,11617,1,H18,1
1161702,11617,2,H19,1
1161703,11617,3,H20,1
1161704,11617,4,H21,1
1161705,11617,5,H22,1
1161706,11617,6,H23,1
1161707,11617,7,H24,1
1161708,11617,8,H25,1
1161709,11617,9,H26,1
1161710,11617,10,H27,1
1161711,11617,11,H28,1
1161712,11617,12,H29,1
1161713,11617,13,H30,1
1161714,11617,14,H31,1
1161715,11617,15,H32,1
1161716,11617,16,H33,1
1161717,11617,17,H34,1
1161718,11617,18,H35,1
1161719,11617,19,H36,1
1161720,11617,20,H37,1
1161721,11617,21,H38,1
1161722,11617,22,H39,1
1161723,11617,23,H40,1
1161724,11617,24,H41,1
100216,11618,1,D01,1
1161802,11618,2,D02,1
1161803,11618,3,D03,1
1161804,11618,4,D04,1
1161805,11618,5,D05,1
1161806,11618,6,D06,1
1161807,11618,7,D07,1
1161808,11618,8,D08,1
1161809,11618,9,D09,1
1161810,11618,10,D10,1
1161811,11618,11,D11,1
1161812,11618,12,D12,1
1161813,11618,13,D13,1
1161814,11618,14,D14,1
1161815,11618,15,D15,1
1161816,11618,16,D16,1
1161817,11618,17,D17,1
1161818,11618,18,D18,1
1160702,11618,19,D19,1
1160703,11618,20,D20,1
1160704,11618,21,D21,1
1161514,11622,1,NULL,1
1161513,11622,2,NULL,1
1161512,11622,3,NULL,1
1161511,11622,4,NULL,1
1162205,11622,5,NULL,1
1162206,11622,6,NULL,1
1162207,11622,7,NULL,1
1162208,11622,8,NULL,1
1162209,11622,9,NULL,0
1162210,11622,10,NULL,0
1142201,11622,11,NULL,1
1160719,11623,1,O01,1
1160720,11623,2,O19,1
1160721,11623,3,O18,1
1162304,11623,4,O17,1
1162305,11623,5,O16,1
1162306,11623,6,O15,1
1162307,11623,7,O14,1
1162308,11623,8,O13,1
1162309,11623,9,O12,1
1160214,11623,10,O11,1
1162311,11623,11,O10,1
1162312,11623,12,O09,1
1161724,11623,13,O08,1
1162314,11623,14,O07,1
1162315,11623,15,O06,1
1162316,11623,16,O05,1
1162317,11623,17,O04,1
1162318,11623,18,O03,1
1162319,11623,19,O02,1
1162307,11624,1,P14,1
1162402,11624,2,P15,1
1162403,11624,3,P16,1
1162404,11624,4,P17,1
1161724,11625,1,H41,1
1162502,11625,2,H42,1
1162503,11625,3,H43,1
1162504,11625,4,H44,1
1162505,11625,5,H45,1
1162506,11625,6,H46,1
1162507,11625,7,H47,1
1162508,11625,8,H48,1
1160303,11625,9,H49,1
1160719,11626,1,R20,1
1162602,11626,2,R21,1
1162603,11626,3,R22,1
1162604,11626,4,R23,1
1162605,11626,5,R24,1
1162606,11626,6,R25,1
1162607,11626,7,R26,1
1162608,11626,8,R27,1
1162609,11626,9,R28,1
3200713,11626,10,R29,1
1162611,11626,11,R30,1
1162612,11626,12,R31,1
1162613,11626,13,R32,1
1162614,11626,14,R33,1
1162615,11626,15,R34,1
1162616,11626,16,R35,1
1162617,11626,17,R36,1
1162618,11626,18,R37,1
1162619,11626,19,R38,1
1162620,11626,20,R39,1
1162621,11626,21,R40,1
1162622,11626,22,R41,1
1162623,11626,23,R42,1
1162624,11626,24,R43,1
1162625,11626,25,R44,1
1162626,11626,26,R45,1
1162627,11626,27,R46,1
1162628,11626,28,R47,1
1162629,11626,29,R48,1
1162630,11626,30,R49,1
1162631,11626,31,R50,1
1162632,11626,32,R51,1
1162633,11626,33,R52,1
1162634,11626,34,R53,1
1162635,11626,35,R54,1
1162614,11627,1,NULL,1
1162702,11627,2,NULL,1
1162626,11628,1,S45,1
1162802,11628,2,S46,1
1162803,11628,3,S47,1
100217,11629,1,NULL,1
1160214,11629,2,G47,1
1162901,11629,3,NULL,0
1162902,11629,4,NULL,0
1160303,11629,5,G48,1
1162904,11629,6,G49,1
1162905,11629,7,G50,1
1162906,11629,8,G51,1
1162907,11629,9,G52,1
1162908,11629,10,G53,1
1162909,11629,11,G54,1
1162910,11629,12,G55,1
1162911,11629,13,G56,1
1162912,11629,14,G57,1
1162913,11629,15,G58,1
1162914,11629,16,G59,1
1162915,11629,17,G60,1
1162916,11629,18,G61,1
1162917,11629,19,G62,1
1162918,11629,20,G63,1
1162919,11629,21,G64,1
1162920,11629,22,G65,1
1162921,11629,23,G66,1
1162922,11629,24,G67,1
1162923,11629,25,G68,1
1162923,11630,1,NULL,1
1163002,11630,2,NULL,1
1163003,11630,3,NULL,1
1163004,11630,4,NULL,1
1163005,11630,5,NULL,1
1163006,11630,6,NULL,1
1163007,11630,7,NULL,1
1163008,11630,8,NULL,1
1163009,11630,9,NULL,1
1161514,11630,10,NULL,1
100305,11631,1,NULL,1
1163102,11631,2,NULL,1
1163103,11631,3,NULL,1
1163104,11631,4,NULL,1
1163105,11631,5,NULL,1
1163106,11631,6,NULL,1
1163107,11631,7,NULL,1
1163108,11631,8,NULL,1
1163109,11631,9,NULL,1
1163110,11631,10,NULL,1
1163111,11631,11,NULL,1
1163112,11631,12,NULL,1
1163113,11631,13,NULL,1
1163114,11631,14,NULL,1
1163115,11631,15,NULL,1
1163116,11631,16,NULL,1
1163117,11631,17,NULL,1
1163118,11631,18,NULL,1
1160915,11631,19,NULL,1
1160916,11631,20,NULL,1
1160919,11631,21,NULL,1
100306,11631,22,NULL,1
1160816,11632,1,NULL,1
1163202,11632,2,NULL,1
1163203,11632,3,NULL,1
1163204,11632,4,NULL,1
1163205,11632,5,NULL,1
1163206,11632,6,NULL,1
1163207,11632,7,NULL,1
1163208,11632,8,NULL,1
1163209,11632,9,NULL,1
1163210,11632,10,NULL,1
1163211,11632,11,NULL,1
1163212,11632,12,NULL,1
1163213,11632,13,NULL,1
1163214,11632,14,NULL,1
1163215,11632,15,NULL,1
1163216,11632,16,NULL,1
1163217,11632,17,NULL,1
1163218,11632,18,NULL,1
1163219,11632,19,NULL,1
1163220,11632,20,NULL,1
1163004,11632,21,NULL,1
100304,11633,1,NULL,1
1163302,11633,2,NULL,1
1163303,11633,3,NULL,1
1163304,11633,4,NULL,1
1163305,11633,5,NULL,1
1163306,11633,6,NULL,1
1163307,11633,7,NULL,1
1163308,11633,8,NULL,1
1163309,11633,9,NULL,1
1163310,11633,10,NULL,1
1163311,11633,11,NULL,1
1163312,11633,12,NULL,1
1163312,11634,1,NULL,1
1163402,11634,2,NULL,1
1163403,11634,3,NULL,1
1163404,11634,4,NULL,1
1163405,11634,5,NULL,1
1163406,11634,6,NULL,1
1163407,11634,7,NULL,1
1163408,11634,8,NULL,1
1163409,11634,9,NULL,1
1163410,11634,10,NULL,1
1163411,11634,11,NULL,1
1163412,11634,12,NULL,1
1163413,11634,13,NULL,1
1163414,11634,14,NULL,1
1163415,11634,15,NULL,1
1163416,11634,16,NULL,1
1163417,11634,17,NULL,1
1163418,11634,18,NULL,1
1163419,11634,19,NULL,1
1163420,11634,20,NULL,1
1163421,11634,21,NULL,1
1163422,11634,22,NULL,1
1163423,11634,23,NULL,1
1163424,11634,24,NULL,1
1163425,11634,25,NULL,1
1163501,11635,1,NULL,0
1163502,11635,2,NULL,0
1163503,11635,3,NULL,0
100304,11635,4,NULL,1
1163505,11635,5,NULL,1
1163506,11635,6,NULL,1
1163507,11635,7,NULL,1
1163508,11635,8,NULL,1
1163509,11635,9,NULL,1
1163510,11635,10,NULL,1
1163511,11635,11,NULL,1
1163512,11635,12,NULL,1
1163513,11635,13,NULL,1
1163514,11635,14,NULL,1
1163515,11635,15,NULL,1
1163516,11635,16,NULL,1
1163517,11635,17,NULL,1
1163518,11635,18,NULL,1
1163519,11635,19,NULL,1
1163520,11635,20,NULL,1
1161519,11635,21,NULL,1
1160708,11636,1,NULL,1
1163602,11636,2,NULL,1
1163603,11636,3,NULL,1
1163604,11636,4,NULL,1
1163605,11636,5,NULL,1
1163606,11636,6,NULL,1
1163607,11636,7,NULL,1
1163608,11636,8,NULL,1
1163609,11636,9,NULL,1
1163610,11636,10,NULL,1
1163611,11636,11,NULL,1
1163612,11636,12,NULL,1
1163613,11636,13,NULL,1
1163614,11636,14,NULL,1
1163615,11636,15,NULL,1
1163616,11636,16,NULL,1
1163617,11636,17,NULL,1
1163618,11636,18,NULL,1
1163619,11636,19,NULL,1
1163620,11636,20,NULL,1
1163621,11636,21,NULL,1
1163622,11636,22,NULL,1
1163623,11636,23,NULL,1
1163624,11636,24,NULL,1
1163625,11636,25,NULL,1
1163626,11636,26,NULL,1
1163627,11636,27,NULL,1
1163628,11636,28,NULL,1
1163629,11636,29,NULL,1
1163630,11636,30,NULL,1
1163631,11636,31,NULL,1
1163632,11636,32,NULL,1
1163633,11636,33,NULL,1
1163634,11636,34,NULL,1
1163635,11636,35,NULL,1
1162635,11636,36,NULL,1
1160704,11637,1,NULL,1
1163702,11637,2,NULL,1
1163703,11637,3,NULL,1
1163704,11637,4,NULL,1
1163705,11637,5,NULL,1
1163706,11637,6,NULL,1
1163707,11637,7,NULL,1
1163708,11637,8,NULL,1
1163709,11637,9,NULL,1
1163710,11637,10,NULL,1
1163711,11637,11,NULL,1
1163712,11637,12,NULL,1
1163713,11637,13,NULL,1
1163606,11637,14,NULL,1
1151041,11639,1,NULL,1
1163902,11639,2,NULL,1
1163903,11639,3,NULL,1
1163904,11639,4,NULL,1
1163905,11639,5,NULL,1
1163906,11639,6,NULL,1
1163907,11639,7,NULL,1
1163908,11639,8,NULL,1
1163909,11639,9,NULL,1
1163910,11639,10,NULL,1
1163911,11639,11,NULL,1
1163912,11639,12,NULL,1
1163913,11639,13,NULL,1
1163914,11639,14,NULL,1
1163915,11639,15,NULL,1
1163916,11639,16,NULL,1
1163917,11639,17,NULL,1
1163918,11639,18,NULL,1
1163919,11639,19,NULL,1
1163920,11639,20,NULL,1
1163921,11639,21,NULL,1
1163922,11639,22,NULL,1
1163923,11639,23,NULL,1
1163924,11639,24,NULL,1
1163925,11639,25,NULL,1
1163926,11639,26,NULL,1
1163927,11639,27,NULL,1
1163928,11639,28,NULL,1
1163929,11639,29,NULL,1
1163930,11639,30,NULL,1
1163931,11639,31,NULL,1
1163932,11639,32,NULL,1
1163933,11639,33,NULL,1
1163934,11639,34,NULL,1
1163935,11639,35,NULL,1
1163936,11639,36,NULL,1
1163937,11639,37,NULL,1
1163938,11639,38,NULL,1
1163939,11639,39,NULL,1
1163940,11639,40,NULL,1
1163941,11639,41,NULL,1
1163942,11639,42,NULL,1
1163943,11639,43,NULL,1
1163944,11639,44,NULL,1
1163945,11639,45,NULL,1
1163946,11639,46,NULL,1
1163947,11639,47,NULL,1
1163948,11639,48,NULL,1
1163949,11639,49,NULL,1
1163950,11639,50,NULL,1
1163951,11639,51,NULL,1
1163952,11639,52,NULL,1
1163953,11639,53,NULL,1
1162635,11639,54,NULL,1
1162635,11640,1,NULL,1
1164002,11640,2,NULL,1
1164003,11640,3,NULL,1
100217,11641,1,F02,1
1164110,11641,2,F03,1
1164111,11641,3,F04,1
1164112,11641,4,F05,1
1164113,11641,5,F06,1
1161723,11641,6,F07,1
1161722,11641,7,F08,1
1164102,11641,8,F09,1
1164103,11641,9,F10,1
1164104,11641,10,F11,1
1164105,11641,11,F12,1
1164108,11641,12,F13,1
1164106,11641,13,F14,1
1160715,11641,14,F15,1
1161642,11701,1,NULL,1
1170102,11701,2,NULL,1
1170103,11701,3,NULL,1
1170104,11701,4,NULL,1
1170105,11701,5,NULL,1
1170106,11701,6,NULL,1
1170107,11701,7,NULL,1
1170108,11701,8,NULL,1
1170109,11701,9,NULL,1
1170110,11701,10,NULL,1
1170111,11701,11,NULL,1
1170112,11701,12,NULL,1
1170113,11701,13,NULL,1
1170114,11701,14,NULL,1
1170115,11701,15,NULL,1
1170116,11701,16,NULL,1
1170117,11701,17,NULL,1
1170118,11701,18,NULL,1
1170119,11701,19,NULL,1
1170120,11701,20,NULL,1
1170121,11701,21,NULL,1
1170122,11701,22,NULL,1
1170123,11701,23,NULL,1
1170124,11701,24,NULL,1
1170125,11701,25,NULL,1
1170126,11701,26,NULL,1
1170127,11701,27,NULL,1
1170128,11701,28,NULL,1
1170129,11701,29,NULL,1
1170130,11701,30,NULL,1
1170131,11701,31,NULL,1
1170132,11701,32,NULL,1
1170133,11701,33,NULL,1
1170134,11701,34,NULL,1
1170135,11701,35,NULL,1
1170136,11701,36,NULL,1
1170137,11701,37,NULL,1
1170138,11701,38,NULL,1
1170139,11701,39,NULL,1
1170140,11701,40,NULL,1
1170141,11701,41,NULL,1
1170142,11701,42,NULL,1
1170143,11701,43,NULL,1
1170144,11701,44,NULL,1
1170145,11701,45,NULL,1
1170145,11702,1,NULL,1
1170202,11702,2,NULL,1
1170203,11702,3,NULL,1
1170204,11702,4,NULL,1
1170205,11702,5,NULL,1
1170206,11702,6,NULL,1
1170207,11702,7,NULL,1
1170208,11702,8,NULL,1
1170209,11702,9,NULL,1
1170210,11702,10,NULL,1
1170211,11702,11,NULL,1
1170212,11702,12,NULL,1
1170213,11702,13,NULL,1
1170214,11702,14,NULL,1
1170215,11702,15,NULL,1
1170216,11702,16,NULL,1
1170217,11702,17,NULL,1
1170218,11702,18,NULL,1
1170219,11702,19,NULL,1
1170220,11702,20,NULL,1
1170221,11702,21,NULL,1
