code,id,name,name_kana,station_size,company_code,color,symbol,closed
28009,3ab722,東京メトロ南北線,とうきょうめとろなんぼくせん,19,18,#00A968,N,0
28010,e98d36,東京メトロ副都心線,とうきょうめとろふくとしんせん,16,18,#BB641D,F,0
29001,7410d9,相鉄本線,そうてつほんせん,18,19,#2288CC,SO,0
29002,a3ba62,相鉄いずみ野線,そうてついずみのせん,8,19,#2288CC,SO,0
29003,d931ec,相鉄新横浜線,そうてつしんよこはません,2,19,#2288CC,SO,0
30001,18140a,名鉄名古屋本線,めいてつなごやほんせん,60,20,#DC143C,NH,0
30002,23e75e,名鉄豊川線,めいてつとよかわせん,5,20,#DC143C,TK,0
30003,2ed17c,名鉄西尾線,めいてつにしおせん,14,20,#483D8B,GN,0
30004,6cbdf9,名鉄蒲郡線,めいてつがまごおりせん,10,20,#483D8B,GN,0
30005,5b2d27,名鉄三河線,めいてつみかわせん,23,20,NULL,NULL,0
30006,a3172a,名鉄豊田線,めいてつとよたせん,9,20,#9ACD32,TT,0
30007,26f31b,名鉄空港線,めいてつくうこうせん,3,20,#0000CD,TA,0
30008,123a1f,名鉄常滑線,めいてつとこなめせん,26,20,#0000CD,TA,0
30009,7d13fd,名鉄河和線,めいてつこうわせん,19,20,#00BFFF,KC,0
30010,79caf5,名鉄知多新線,めいてつちたしんせん,6,20,#00BFFF,KC,0
30011,2b1859,名鉄築港線,めいてつちっこうせん,2,20,#808080,CH,0
30012,0ef6c7,名鉄瀬戸線,めいてつせとせん,20,20,#800080,ST,0
30013,2b78cf,名鉄津島線,めいてつつしません,8,20,#FF6347,TB,0
30014,706221,名鉄尾西線,めいてつびさいせん,22,20,#FF6347,NULL,0
30015,1df6e8,名鉄犬山線,めいてついぬやません,20,20,#2E8B57,IY,0
30016,f1643e,名鉄各務原線,めいてつかかみがはらせん,18,20,NULL,KG,0
30017,4790a0,名鉄広見線,めいてつひろみせん,11,20,#2E8B57,HM,0
30018,6af70d,名鉄小牧線,めいてつこまきせん,14,20,#FF69B4,KM,0
30020,901a3d,名鉄竹鼻線,めいてつたけはなせん,9,20,#DAA520,TH,0
30021,60c5a6,名鉄羽島線,めいてつはしません,2,20,#DAA520,TH,0
31001,0a02c8,近鉄難波線,きんてつなんばせん,3,21,#FF0000,A,0
31002,2450bd,近鉄橿原線,きんてつかしはらせん,17,21,#EEC900,B,0
31003,1ab09f,近鉄南大阪線,きんてつみなみおおさかせん,28,21,#006400,F,0
31005,a2b225,近鉄大阪線,きんてつおおさかせん,48,21,#77BBFF,D,0
31007,5b3e40,近鉄吉野線,きんてつよしのせん,16,21,#006400,F,0
31008,f7499b,近鉄湯の山線,きんてつゆのやません,10,21,#0000FF,K,0
31009,bc46f2,近鉄山田線,きんてつやまだせん,14,21,#40E0D0,M,0
31010,03f9c7,近鉄鳥羽線,きんてつとばせん,5,21,#40E0D0,M,0
31011,87cd16,近鉄天理線,きんてつてんりせん,4,21,#EEC900,H,0
31012,2f65d9,近鉄道明寺線,きんてつどうみょうじせん,3,21,#006400,N,0
31013,cbf1d8,四日市あすなろう鉄道内部線,よっかいちあすなろうてつどううつべせん,8,247,NULL,NULL,0
31014,8686a0,四日市あすなろう鉄道八王子線,よっかいちあすなろうてつどうはちおうじせん,2,247,NULL,NULL,0
31015,682aed,近鉄志摩線,きんてつしません,16,21,#40E0D0,M,0
31016,ecf225,近鉄生駒線,きんてついこません,12,21,#FF0000,G,0
31017,25059f,近鉄田原本線,きんてつたわらもとせん,8,21,#EEC900,I,0
31018,776bbd,近鉄御所線,きんてつごせせん,4,21,#006400,P,0
31019,e35dc1,近鉄鈴鹿線,きんてつすずかせん,5,21,#0000FF,L,0
31020,788de4,近鉄奈良線,きんてつならせん,19,21,#FF0000,A,0
31021,765b0a,近鉄信貴線,きんてつしぎせん,3,21,#77BBFF,J,0
31022,391533,近鉄長野線,きんてつながのせん,8,21,#006400,O,0
31023,99fade,近鉄けいはんな線,きんてつけいはんなせん,8,21,#228B22,C,0
31024,bbdba9,近鉄西信貴ケーブル,きんてつにししぎけーぶる,2,21,#F0E68C,Z,0
31025,97304d,近鉄京都線,きんてつきょうとせん,28,21,#EEC900,B,0
31026,1afe9f,近鉄生駒ケーブル,きんてついこまけーぶる,5,21,#F0E68C,Y,0
31027,36caa8,近鉄名古屋線,きんてつなごやせん,44,21,#0000FF,E,0
32001,79e172,南海本線,なんかいほんせん,41,22,#0065AF,NK,0
32002,d1b6e3,南海空港線,なんかいくうこうせん,3,22,#594BAC,NK,0
32003,e7c00e,南海和歌山港線,なんかいわかやまこうせん,2,22,#0065AF,NK,0
32004,f80e09,南海高師浜線,なんかいたかしのはません,3,22,#0065AF,NK,0
32005,59ff87,南海加太線,なんかいかだせん,9,22,#0065AF,NK,0
32006,8680ce,南海多奈川線,なんかいたながわせん,4,22,#0065AF,NK,0
32007,3735e5,南海高野線(りんかんサンライン),なんかいこうやせん,42,22,#009A41,NK,0
32008,f49ced,南海高野山ケーブル,なんかいこうやさんけーぶる,2,22,#009A41,NK,0
32009,e4a1f5,南海汐見橋線,なんかいしおみばしせん,6,22,#009A41,NK,0
33001,3a1efc,京阪本線,けいはんほんせん,42,23,#66CC33,KH,0
33002,11486a,京阪宇治線,けいはんうじせん,8,23,#66CC33,KH,0
33003,171ce6,京阪交野線,けいはんかたのせん,8,23,#66CC33,KH,0
33004,8efcb0,京阪鴨東線,けいはんおうとうせん,3,23,#66CC33,KH,0
33005,f9ab89,京阪石清水八幡宮参道ケーブル,けいはんいわしみずはちまんぐうさんどうけーぶる,2,23,NULL,NULL,0
33006,3112ac,京阪石山坂本線,けいはんいしやまさかもとせん,21,23,#009933,OT,0
33007,1b69da,京阪京津線,けいはんけいしんせん,7,23,#FFCC00,OT,0
33008,3d7afc,京阪中之島線,けいはんなかのしません,5,23,#66CC33,KH,0
34001,a935bb,阪急神戸本線,はんきゅうこうべほんせん,16,24,#0000FF,HK,0
34002,31d269,阪急宝塚本線,はんきゅうたからづかほんせん,19,24,#FFA500,HK,0
34003,c50e84,阪急京都本線,はんきゅうきょうとほんせん,28,24,#32CD32,HK,0
34004,a65201,阪急今津線,はんきゅういまづせん,10,24,#0000FF,HK,0
34005,f7e5d4,阪急甲陽線,はんきゅうこうようせん,3,24,#0000FF,HK,0
34006,8a4ff8,阪急伊丹線,はんきゅういたみせん,4,24,#0000FF,HK,0
34007,63f7a1,阪急箕面線,はんきゅうみのおせん,4,24,#FFA500,HK,0
34008,c90346,阪急千里線,はんきゅうせんりせん,11,24,#32CD32,HK,0
34009,27c7e7,阪急嵐山線,はんきゅうあらしやません,4,24,#32CD32,HK,0
35001,ee70aa,阪神本線,はんしんほんせん,33,25,NULL,HS,0
35002,708c3b,阪神なんば線,はんしんなんばせん,11,25,NULL,HS,0
35003,58f677,阪神武庫川線,はんしんむこがわせん,4,25,NULL,HS,0
36001,88f993,西鉄天神大牟田線,にしてつてんじんおおむたせん,49,26,NULL,T,0
36002,d19406,西鉄太宰府線,にしてつだざいふせん,3,26,NULL,D,0
36003,673daf,西鉄甘木線,にしてつあまぎせん,12,26,NULL,A,0
36004,e4c7a6,西鉄貝塚線,にしてつかいづかせん,10,26,NULL,NK,0
99101,3b2d10,札幌市営地下鉄東西線,さっぽろしえいちかてつとうざいせん,19,101,#FFA500,T,0
99102,92e4f0,札幌市営地下鉄南北線,さっぽろしえいちかてつなんぼくせん,16,101,#008000,N,0
99103,68f4f3,札幌市営地下鉄東豊線,さっぽろしえいちかてつとうほうせん,14,101,#0080FF,H,0
99104,3020a3,札幌市電山鼻線,さっぽろしでんやまはなせん,24,101,NULL,SC,0
99105,4a31cb,函館市電２系統,はこだてしでんにけいとう,23,102,#FF0000,NULL,0
99106,67ae7d,函館市電５系統,はこだてしでんごけいとう,23,102,#0000FF,NULL,0
99108,b13753,道南いさりび鉄道線,どうなんいさりびてつどう,12,248,#246DAC,NULL,0
99201,acc4c3,津軽鉄道,つがるてつどう,12,104,NULL,NULL,0
99202,413cdd,弘南鉄道弘南線,こうなんてつどうこうなんせん,13,105,NULL,NULL,0
99203,3eebb3,弘南鉄道大鰐線,こうなんてつどうおおわにせん,14,105,NULL,NULL,0
99204,d3923b,十和田観光電鉄,とわだかんこうでんてつ,11,106,NULL,NULL,1
99205,151a49,いわて銀河鉄道,いわてぎんがてつどう,18,107,#03459A,NULL,0
99206,c3749c,青い森鉄道,あおいもりてつどう,27,108,#33CBF4,NULL,0
99207,770bbf,三陸鉄道北リアス線,さんりくてつどうきたりあすせん,17,109,NULL,NULL,1
99208,1c51cd,三陸鉄道リアス線,さんりくてつどうりあすせん,41,109,#FF0000,NULL,0
99209,a67173,秋田内陸縦貫鉄道,あきたないりくじゅうかんてつどう,29,110,NULL,NULL,0
99210,eea167,由利高原鉄道,ゆりこうげんてつどう,12,111,NULL,NULL,0
99211,7ebf02,山形鉄道フラワー長井線,やまがたてつどうふらわーながいせん,17,112,NULL,NULL,0
99213,6e6947,阿武隈急行,あぶくまきゅうこう,24,114,NULL,NULL,0
99214,96c1e1,仙台市営地下鉄南北線,せんだいしえいちかてつなんぼくせん,17,115,#009900,N,0
99218,dedda2,仙台市営地下鉄東西線,せんだいしえいちかてつとうざいせん,13,115,#90D7EC,T,0
99215,c0ba5d,福島交通飯坂線,ふくしまこうつういいざかせん,12,116,NULL,NULL,0
99216,29b4b7,会津鉄道,あいづてつどう,21,117,NULL,NULL,0
99217,a649c3,仙台空港線,せんだいくうこうせん,4,118,#2A5CAA,NULL,0
99301,05e456,都営大江戸線,とえいおおえどせん,38,119,#B6007A,E,0
99302,5d6ae3,都営浅草線,とえいあさくさせん,20,119,#E85298,A,0
99303,a2379f,都営三田線,とえいみたせん,27,119,#0000FF,I,0
99304,cc4ca6,都営新宿線,とえいしんじゅくせん,21,119,#6CBB5A,S,0
99305,37c5c0,都営都電荒川線,とえいとでんあらかわせん,30,119,NULL,NULL,0
99342,ab045c,日暮里・舎人ライナー,にっぽり・とねりらいなー,13,119,#FF69B4,NT,0
99306,33957a,秩父鉄道,ちちぶてつどう,37,120,NULL,NULL,0
99307,dd7e1c,埼玉高速鉄道,さいたまこうそくてつどう,8,121,#4682B4,SR,0
99308,f47e57,いすみ鉄道,いすみてつどう,14,122,NULL,NULL,0
99309,094058,つくばエクスプレス,つくばえくすぷれす,20,123,#FF3540,NULL,0
99310,293c09,みなとみらい線,みなとみらいせん,6,124,#09357F,MM,0
99311,0bc7a9,ゆりかもめ,ゆりかもめ,16,125,#27404E,U,0
99312,4f3779,わたらせ渓谷鐵道,わたらせけいこくてつどう,17,126,NULL,NULL,0
99313,91b875,ユーカリが丘線,ゆーかりがおかせん,6,127,NULL,NULL,0
99314,680ff4,伊豆箱根鉄道大雄山線,いずはこねてつどうだいゆうざんせん,12,128,#000000,ID,0
99315,5dc29f,ひたちなか海浜鉄道湊線,ひたちなかかいひんてつどうみなとせん,10,129,NULL,NULL,0
99316,75a89b,横浜市営地下鉄ブルーライン,よこはましえいちかてつぶるーらいん,32,130,#006BF0,B,0
99343,e53f38,横浜市営地下鉄グリーンライン,よこはましえいちかてつぐりーんらいん,10,130,#40CC40,G,0
99317,15e74c,横浜新都市交通金沢シーサイドライン,よこはましんとしこうつうかなざわしーさいどらいん,14,131,#F68B1E,NULL,0
99318,7ce0b6,関東鉄道常総線,かんとうてつどうじょうそうせん,25,132,NULL,NULL,0
99319,4c254c,関東鉄道竜ヶ崎線,かんとうてつどうりゅうがさきせん,3,132,NULL,NULL,0
99320,45966b,江ノ島電鉄線,えのしまでんてつせん,15,133,#005B1A,EN,0
99321,c2c19e,埼玉新都市交通伊奈線,さいたましんとしこうつういなせん,13,134,#FFFF00,NULL,0
99323,ddc638,鹿島臨海鉄道大洗鹿島線,かしまりんかいてつどうおおあらいかしません,16,136,NULL,NULL,0
99324,4d0538,芝山鉄道,しばやまてつどう,2,137,#00A650,SR,0
99325,881132,小湊鉄道,こみなとてつどう,18,138,NULL,NULL,0
99326,08f78e,湘南モノレール,しょうなんものれーる,8,139,NULL,NULL,0
99327,2926d4,上信電鉄,じょうしんでんてつ,21,140,NULL,NULL,0
99328,d51248,上毛電気鉄道,じょうもうでんきてつどう,23,141,NULL,NULL,0
99329,0b4220,新京成電鉄線,しんけいせいでんてつせん,24,142,#EF59A1,SL,0
99330,e5e270,真岡鐵道,もおかてつどう,17,143,NULL,NULL,0
99331,d107e0,千葉都市モノレール１号線,ちばとしものれーるいちごうせん,6,144,#2843BA,NULL,0
99332,79f6f4,千葉都市モノレール２号線,ちばとしものれーるにごうせん,13,144,#2843BA,NULL,0
99333,532627,流鉄流山線,りゅうてつながれやません,6,145,NULL,RN,0
99334,7498f8,多摩モノレール,たまものれーる,19,146,#FF6633,TT,0
99335,295b43,銚子電鉄線,ちょうしでんてつせん,10,147,NULL,NULL,0
99336,befad3,東京モノレール,とうきょうものれーる,11,148,#004098,MO,0
99337,5ce375,東京臨海高速鉄道,とうきょうりんかいこうそくてつどう,8,149,#3366CC,R,0
99338,e27e87,東葉高速鉄道,とうようこうそくてつどう,9,150,#3FB036,TR,0
99339,68edaa,箱根登山鉄道,はこねとざんてつどう,11,151,#A14023,OH,0
99340,cb0567,北総鉄道,ほくそうてつどう,15,152,#00BDF2,HS,0
99341,910e79,野岩鉄道会津鬼怒川線,やがんてつどうあいづきぬがわせん,9,153,NULL,NULL,0
99401,a2ad55,富士急行,ふじきゅうこう,18,154,NULL,FJ,0
99402,abc88f,北越急行ほくほく線,ほくえつきゅうこうほくほくせん,12,155,#6633FF,NULL,0
99403,75cde4,しなの鉄道,しなのてつどう,19,156,#F0A401,NULL,0
99427,cdb80b,北しなの線,きたしなのせん,8,156,#999966,NULL,0
99404,e8bd53,上田電鉄別所線,うえだでんてつべっしょせん,15,157,NULL,NULL,0
99405,ccda97,長野電鉄長野線,ながのでんてつながのせん,24,158,NULL,N,0
99406,ad00dc,長野電鉄屋代線,ながのでんてつやしろせん,13,158,NULL,Y,1
99407,ed45b8,松本電鉄上高地線,まつもとでんてつかみこうちせん,14,159,NULL,NULL,0
99408,440c68,富山地鉄本線,とやまちてつほんせん,41,160,#0033FF,NULL,0
99409,26cbff,富山地鉄立山線,とやまちてつたてやません,14,160,#009933,NULL,0
99410,e0fcf7,富山地鉄不二越・上滝線,とやまちてつふじこし・かみだきせん,16,160,#F77321,NULL,0
99412,63e466,黒部峡谷鉄道,くろべきょうこくてつどう,4,162,NULL,NULL,0
99413,5de6ae,富山地鉄市内線,とやまちてつしないせん,22,160,NULL,NULL,0
99422,2b9b0d,富山地鉄富山都心線,とやまちてつとやまとしんせん,5,160,NULL,NULL,0
99414,145b76,万葉線,まんようせん,25,163,NULL,NULL,0
99415,6143ed,富山地鉄富山港線,とやまちてつとやまこうせん,14,160,#00008B,NULL,0
99416,8706cf,北陸鉄道石川線,ほくりくてつどういしかわせん,17,165,NULL,NULL,0
99417,0e478f,北陸鉄道浅野川線,ほくりくてつどうあさのがわせん,12,165,NULL,NULL,0
99423,1671be,日本海ひすいライン,にほんかいひすいらいん,12,244,#3782BD,NULL,0
99424,9e5d4f,妙高はねうまライン,みょうこうはねうまらいん,10,244,#35C98E,NULL,0
99425,0870d5,あいの風とやま鉄道線,あいのかぜとやまてつどうせん,22,245,#00A556,NULL,0
99426,b2e0af,IRいしかわ鉄道線,あいあーるいしかわてつどう,5,246,#00A7E3,NULL,0
99418,6c98dc,のと鉄道七尾線,のとてつどうななおせん,8,166,NULL,NULL,0
99419,6953a0,えちぜん鉄道勝山永平寺線,えちぜんてつどうかつやまえいへいじせん,23,167,#FFA500,E,0
99420,48988c,えちぜん鉄道三国芦原線,えちぜんてつどうみくにあわらせん,24,167,#0066FF,NULL,0
99421,824528,福井鉄道福武線,ふくいてつどうふくぶせん,25,168,NULL,F,0
99501,8a1061,伊豆急行,いずきゅうこう,16,169,#000000,IZ,0
99502,374415,伊豆箱根鉄道駿豆線,いずはこねてつどうすんずせん,13,128,#000000,IS,0
99503,1c345c,岳南線,がくなんせん,10,170,NULL,NULL,0
99504,687bce,静岡鉄道静岡清水線,しずおかてつどうしずおかしみずせん,15,171,NULL,S,0
99505,94a400,天竜浜名湖鉄道,てんりゅうはまなこてつどう,39,172,NULL,NULL,0
99506,5e10ba,遠州鉄道,えんしゅうてつどう,18,173,NULL,NULL,0
99507,041e33,大井川鐵道大井川本線,おおいがわてつどうおおいがわほんせん,19,174,NULL,NULL,0
99508,616e9a,大井川鐵道井川線,おおいがわてつどういかわせん,14,174,NULL,NULL,0
99509,e72b50,西名古屋港線(あおなみ線),にしなごやこうせん,11,175,NULL,AN,0
99510,fbf99e,東海交通事業城北線,とうかいこうつうじぎょうじょうほくせん,6,176,NULL,NULL,0
99511,969ec6,愛知環状鉄道,あいちかんじょうてつどう,23,177,#200098,NULL,0
99512,1431c4,東部丘陵線(リニモ),とうぶきゅうりょうせん,9,178,#164CA2,L,0
99513,8785c7,名古屋市営地下鉄東山線,なごやしえいちかてつひがしやません,22,179,#FFB700,H,0
99514,f33f78,名古屋市営地下鉄名城線,なごやしえいちかてつめいじょうせん,28,179,#977AD4,M,0
99515,1f38c6,名古屋市営地下鉄名港線,なごやしえいちかてつめいこうせん,7,179,#977AD4,E,0
99516,bce039,名古屋市営地下鉄鶴舞線,なごやしえいちかてつつるまいせん,20,179,#009CBE,T,0
99517,aba85e,名古屋市営地下鉄桜通線,なごやしえいちかてつさくらどおりせん,21,179,#C4392F,S,0
99518,c9ecf3,名古屋市営地下鉄上飯田線,なごやしえいちかてつかみいいだせん,2,179,#E979B9,K,0
99520,b41c8d,豊橋鉄道渥美線,とよはしてつどうあつみせん,16,181,NULL,NULL,0
99521,26fd88,豊橋鉄道東田本線,とよはしてつどうあずまだほんせん,14,181,NULL,NULL,0
99522,fe0982,豊橋鉄道運動公園前線,とよはしてつどううんどうこうえんまえせん,2,181,NULL,NULL,0
99523,0de921,ゆとりーとライン,ゆとりーとらいん,9,182,#3C459A,Y,0
99524,36da0f,明知鉄道,あけちてつどう,11,183,NULL,NULL,0
99525,b22ca0,長良川鉄道越美南線,ながらがわてつどうえつみなんせん,38,184,NULL,NULL,0
99526,4f39f2,樽見鉄道,たるみてつどう,19,185,NULL,NULL,0
99528,e41235,三岐鉄道三岐線,さんぎてつどうさんぎせん,15,186,NULL,NULL,0
99529,f4b888,三岐鉄道北勢線,さんぎてつどうほくせいせん,13,186,NULL,NULL,0
99530,68703b,伊勢鉄道,いせてつどう,10,187,NULL,NULL,0
99531,e5ebeb,伊賀鉄道伊賀線,いがてつどういがせん,15,188,NULL,NULL,0
99532,709fe0,養老鉄道養老線,ようろうてつどうようろうせん,27,189,NULL,NULL,0
99601,6b238d,近江鉄道本線,おうみてつどうほんせん,25,190,NULL,NULL,0
99602,c2def9,近江鉄道多賀線,おうみてつどうたがせん,3,190,#F01008,NULL,0
99603,ddcf8a,近江鉄道八日市線,おうみてつどうようかいちせん,7,190,#4BC560,NULL,0
99604,644a8c,信楽高原鐵道,しがらきこうげんてつどう,6,191,NULL,NULL,0
99605,abb01b,嵯峨野観光鉄道,さがのかんこうてつどう,4,192,NULL,NULL,0
99606,c7dcfb,叡山電鉄叡山本線,えいざんでんてつえいざんほんせん,8,193,#007F00,E,0
99607,c30b57,叡山電鉄鞍馬線,えいざんでんてつくらません,10,193,#FF0000,E,0
99608,cdff19,京都丹後鉄道宮福線,きょうとたんごてつどうみやふくせん,14,194,#8CC63E,F,0
99609,4b85c5,京都丹後鉄道宮豊線,きょうとたんごてつどうみやとよせん,13,194,#F15A22,T,0
99653,ad02a0,京都丹後鉄道宮舞線,きょうとたんごてつどうみやまいせん,7,194,#0072BC,M,0
99610,2bd021,京都市営地下鉄烏丸線,きょうとしえいちかてつからすません,15,195,#3CB371,K,0
99611,f27eff,京都市営地下鉄東西線,きょうとしえいちかてつとうざいせん,17,195,#FF4500,T,0
99612,43e5a0,京福電鉄嵐山本線,けいふくでんてつあらしやまほんせん,13,196,#D7003A,A,0
99613,8fc107,京福電鉄北野線,けいふくでんてつきたのせん,10,196,#5654A2,B,0
99614,51dae2,北大阪急行電鉄,きたおおさかきゅうこうでんてつ,4,197,#E5171F,M,0
99616,ddb7f3,泉北高速鉄道線,せんぼくこうそくてつどう,6,198,#007FFF,SB,0
99617,34a778,水間鉄道,みずまてつどう,10,199,NULL,NULL,0
99618,4b5c36,OsakaMetro御堂筋線,おおさかめとろみどうすじせん,20,249,#E5171F,M,0
99619,21293d,OsakaMetro谷町線,おおさかめとろたにまちせん,26,249,#522886,T,0
99620,16c04b,OsakaMetro四つ橋線,おおさかめとろよつばしせん,11,249,#0078BA,Y,0
99621,828d98,OsakaMetro中央線,おおさかめとろちゅうおうせん,14,249,#019A66,C,0
99622,1bca22,OsakaMetro千日前線,おおさかめとろせんにちまえせん,14,249,#E44D93,S,0
99623,69ee4e,OsakaMetro堺筋線,おおさかめとろさかいすじせん,10,249,#814721,K,0
99624,8c17ef,OsakaMetro長堀鶴見緑地線,おおさかめとろながほりつるみりょくちせん,17,249,#A9CC51,N,0
99652,8ddda2,OsakaMetro今里筋線,おおさかめとろいまざとすじせん,11,249,#EE7B1A,I,0
99625,395b53,OsakaMetro南港ポートタウン線,おおさかめとろなんこうぽーとたうんせん,10,249,#00A0DE,P,0
99626,686637,大阪モノレール線,おおさかものれーるせん,14,201,#111986,NULL,0
99627,16ac2e,大阪モノレール彩都線,おおさかものれーるさいとせん,5,201,#111986,NULL,0
99628,232e25,阪堺電軌上町線,はんかいでんきうえまちせん,11,202,NULL,HN,0
99629,1ff203,阪堺電軌阪堺線,はんかいでんきはんかいせん,31,202,NULL,HN,0
99630,36e304,神戸高速東西線,こうべこうそくとうざいせん,9,203,NULL,NULL,0
99631,1b3343,神戸高速南北線,こうべこうそくなんぼくせん,2,203,NULL,KB,0
99632,8baaea,神鉄有馬線,しんてつありません,15,204,#FF0000,KB,0
99633,f2a8bb,神鉄三田線,しんてつさんだせん,10,204,#008000,KB,0
99634,3eedc6,神鉄公園都市線,しんてつこうえんとしせん,6,204,#CCCC33,KB,0
99635,257ee2,神鉄粟生線,しんてつあおせん,20,204,#0000FF,KB,0
99636,6fac09,北神急行電鉄,ほくしんきゅうこうでんてつ,2,205,NULL,S,0
99637,2f164e,山陽電鉄本線,さんようでんてつほんせん,43,206,#FA2B08,SY,0
99638,6794e5,山陽電鉄網干線,さんようでんてつあぼしせん,7,206,#FA2B08,SY,0
99615,b176a2,能勢電鉄妙見線,のせでんてつみょうけんせん,14,207,NULL,NS,0
99640,738ec9,能勢電鉄日生線,のせでんてつにっせいせん,2,207,NULL,NS,0
99642,e2c598,三木線,みきせん,9,208,NULL,NULL,1
99643,ca37af,北条鉄道,ほくじょうてつどう,8,209,NULL,NULL,0
99644,c15849,智頭急行,ちずきゅうこう,14,210,NULL,NULL,0
99645,0ff379,神戸市営地下鉄西神線,こうべしえいちかてつせいしんせん,9,211,#01AF98,S,0
99646,8e6ad6,神戸市営地下鉄山手線,こうべしえいちかてつやまてせん,8,211,#01AF98,S,0
99647,ce019b,神戸市営地下鉄海岸線(夢かもめ),こうべしえいちかてつかいがんせん,10,211,#00469C,K,0
99648,977261,神戸新交通ポートアイランド線,こうべしんこうつうぽーとあいらんどせん,12,212,NULL,NULL,0
99649,8e6310,神戸新交通六甲アイランド線,こうべしんこうつうろっこうあいらんどせん,6,212,NULL,R,0
99650,5c0d37,紀州鉄道,きしゅうてつどう,5,213,NULL,NULL,0
99651,986500,わかやま電鉄貴志川線,わかやまでんてつきしがわせん,14,214,NULL,NULL,0
99701,d1dd3a,若桜鉄道,わかさてつどう,9,215,NULL,NULL,0
99702,5068b9,一畑電車北松江線,いちばたでんしゃきたまつえせん,22,216,NULL,NULL,0
99703,bc8164,一畑電車大社線,いちばたでんしゃたいしゃせん,5,216,NULL,NULL,0
99704,3f8a5a,水島臨海鉄道,みずしまりんかいてつどう,10,217,NULL,MR,0
99705,948146,井原鉄道,いばらてつどう,15,218,NULL,NULL,0
99706,3c7275,岡山電軌東山本線,おかやまでんきひがしやません,10,219,#0000FF,NULL,0
99707,511c97,岡山電軌清輝橋線,おかやまでんきせいきばしせん,9,219,#942B9D,NULL,0
99708,de9367,スカイレールサービス,すかいれーるさーびす,3,220,NULL,NULL,0
99709,b11493,アストラムライン,あすとらむらいん,22,221,#FFD400,NULL,0
99710,5ee658,広電１系統(宇品線),ひろでんいちけいとう(うじなせん),27,222,NULL,NULL,0
99711,562a04,広電２系統(宮島線),ひろでんにけいとう(みやじません),41,222,#EE0000,NULL,0
99712,318129,広電３系統(己斐線),ひろでんさんけいとう(こいせん),29,222,#000080,NULL,0
99713,d6dce6,広電５系統(比治山線),ひろでんごけいとう(ひじやません),18,222,#00CC00,NULL,0
99714,7509a0,広電６系統(江波線),ひろでんろくけいとう(えばせん),20,222,#FFD700,NULL,0
99715,2dc8d9,広電７系統(都心線),ひろでんななけいとう(としんせん),15,222,#00594C,NULL,0
99716,e6d363,広電８系統(横川線),ひろでんはちけいとう(よこがわせん),12,222,#FF69B4,NULL,0
99717,abdd6b,広電９系統(白島線),ひろでんきゅうけいとう(はくしません),5,222,#696969,W,0
99718,02f7ad,錦川鉄道錦川清流線,にしきがわてつどうにしきがわせいりゅうせん,13,223,NULL,NULL,0
99801,7411db,阿佐海岸鉄道阿佐東線,あさかいがんてつどうあさとうせん,3,224,NULL,AK,0
99802,5b3afc,琴電琴平線,ことでんことひらせん,22,225,#FFCC33,K,0
99803,da30b9,琴電長尾線,ことでんながおせん,18,225,#66CC66,N,0
99804,31acc0,琴電志度線,ことでんしどせん,16,225,#FF3366,S,0
99805,786ad2,伊予鉄道郡中線,いよてつどうぐんちゅうせん,12,226,#F15A22,IY,0
99806,444597,伊予鉄道高浜線,いよてつどうたかはません,10,226,#9ACD32,IY,0
99807,1539fe,伊予鉄道横河原線,いよてつどうよこがわらせん,15,226,#00BBEE,IY,0
99808,459afe,伊予鉄道１系統(環状線),いよてつどういちけいとう(かんじょうせん),21,226,#006600,NULL,0
99809,a9d3f2,伊予鉄道２系統(環状線),いよてつどうにけいとう(かんじょうせん),21,226,#FF6600,NULL,0
99810,12e903,伊予鉄道３系統(市駅線),いよてつどうさんけいとう(しえきせん),11,226,#FF0000,NULL,0
99811,f2980e,伊予鉄道５系統(松山駅前線),いよてつどうごけいとう(まつやまえきまえせん),13,226,#0000FF,NULL,0
99812,ab4f93,伊予鉄道６系統(本町線),いよてつどうろくけいとう(ほんまちせん),7,226,#000000,NULL,0
99814,942976,土佐くろしお鉄道中村線,とさくろしおてつどうなかむらせん,15,227,NULL,TK,0
99815,4325cf,土佐くろしお鉄道宿毛線,とさくろしおてつどうすくもせん,8,227,NULL,TK,0
99816,f0374f,土佐くろしお鉄道ごめん・なはり線,とさくろしおてつどうごめん・なはりせん,20,227,NULL,GN,0
99817,c93cae,とさでん交通後免線,とさでんこうつうごめんせん,33,228,NULL,NULL,0
99818,cd3b63,とさでん交通伊野線,とさでんこうつういのせん,34,228,NULL,NULL,0
99819,a7b315,とさでん交通桟橋線,とさでんこうつうさんばしせん,11,228,NULL,NULL,0
99901,26811a,甘木鉄道,あまぎてつどう,11,229,NULL,NULL,0
99902,d4da7a,平成筑豊鉄道伊田線,へいせいちくほうてつどういたせん,15,230,NULL,NULL,0
99903,c3fdb4,平成筑豊鉄道糸田線,へいせいちくほうてつどういとだせん,6,230,NULL,NULL,0
99904,20db06,平成筑豊鉄道田川線,へいせいちくほうてつどうたがわせん,17,230,NULL,NULL,0
99928,9f2290,平成筑豊鉄道門司港レトロ観光線,へいせいちくほうてつどうもじこうれとろかんこうせん,4,230,NULL,NULL,0
99905,6d0684,福岡市営地下鉄空港線,ふくおかしえいちかてつくうこうせん,13,231,#EE5511,K,0
