code,name,ekimemo
11701,JR山陰本線(米子～益田),160
11702,JR山陰本線(益田・仙崎～下関),161
11703,JR伯備線,162
11704,JR因美線,163
11705,JR境線,164
11706,JR木次線,165
11707,JR三江線,166
11708,JR山口線,167
11709,JR宇野線,168
11710,JR本四備讃線(瀬戸大橋線),169
11713,JR吉備線,170
11714,JR芸備線,171
11715,JR津山線,172
11716,JR呉線,173
11717,JR可部線,174
11720,JR福塩線,175
11721,JR宇部線,176
11722,JR美祢線,177
11723,JR小野田線,178
11724,JR岩徳線,179
11801,JR土讃線,180
11802,JR高徳線,181
11803,JR徳島線(よしの川ブルーライン),182
11804,JR牟岐線,183
11805,JR鳴門線,184
11806,JR予讃線,185
11807,JR予讃・内子線,186
11808,JR予土線(しまんとグリーンライン),187
11901,JR博多南線,188
11902,JR鹿児島本線(下関・門司港～博多),189
11903,JR鹿児島本線(博多～八代),190
11904,JR鹿児島本線(川内～鹿児島),191
11905,JR長崎本線(鳥栖～長崎),192
11906,JR日豊本線(門司港～佐伯),193
11907,JR日豊本線(佐伯～鹿児島中央),194
11908,JR篠栗線(福北ゆたか線),195
11909,JR筑肥線(姪浜～西唐津),196
11910,JR筑豊本線(若松線)(若松～折尾),197
11911,JR筑豊本線(福北ゆたか線)(折尾～桂川),198
11912,JR筑豊本線(原田線)(桂川～原田),199
11913,JR久大本線(ゆふ高原線),200
11914,JR日田彦山線,201
11915,JR後藤寺線,202
11916,JR香椎線(海の中道線)(西戸崎～香椎),203
11917,JR香椎線(香椎～宇美),204
11918,JR佐世保線,205
11920,JR筑肥線(西唐津～伊万里),206
11921,JR唐津線,207
11922,JR大村線,208
11923,JR豊肥本線(阿蘇高原線),209
11924,JR三角線,210
11925,JR肥薩線(えびの高原線)(八代～吉松),211
11926,JR肥薩線(吉松～隼人),212
11927,JR宮崎空港線,213
11928,JR日南線,214
11929,JR吉都線(えびの高原線),215
11930,JR指宿枕崎線,216
21001,東武東上線,217
21002,東武伊勢崎線,218
21003,東武日光線,219
21004,東武野田線,220
21005,東武亀戸線,221
21006,東武大師線,222
21007,東武越生線,223
21008,東武宇都宮線,224
21009,東武鬼怒川線,225
21010,東武佐野線,226
21011,東武桐生線,227
21012,東武小泉線,228
22001,西武池袋線,229
22002,西武秩父線,230
22003,西武有楽町線,231
22004,西武豊島線,232
22005,西武狭山線,233
22006,西武山口線,234
22007,西武新宿線,235
22008,西武拝島線,236
22009,西武西武園線,237
22010,西武国分寺線,238
22011,西武多摩湖線,239
22012,西武多摩川線,240
23001,京成本線,241
23002,京成押上線,242
23003,京成金町線,243
23004,京成千葉線,244
23005,京成千原線,245
23006,京成成田空港線(成田スカイアクセス),246
24001,京王京王線,247
24002,京王相模原線,248
24003,京王高尾線,249
24004,京王競馬場線,250
24005,京王動物園線,251
24006,京王井の頭線,252
25001,小田急小田原線,253
25002,小田急江ノ島線,254
25003,小田急多摩線,255
26001,東急東横線,256
26002,東急目黒線,257
26003,東急田園都市線,258
26004,東急大井町線,259
26005,東急池上線,260
26006,東急多摩川線,261
26007,東急世田谷線,262
26008,東急こどもの国線,263
26009,東急新横浜線,630
27001,京急本線,264
27002,京急空港線,265
27003,京急大師線,266
27004,京急逗子線,267
27005,京急久里浜線,268
28001,東京メトロ銀座線,269
28002,東京メトロ丸ノ内線,270
28003,東京メトロ日比谷線,271
28004,東京メトロ東西線,272
28005,東京メトロ千代田線,273
28006,東京メトロ有楽町線,274
28008,東京メトロ半蔵門線,275
28009,東京メトロ南北線,276
28010,東京メトロ副都心線,277
29001,相鉄本線,278
29002,相鉄いずみ野線,279
29003,相鉄新横浜線,628
30001,名鉄名古屋本線,280
30002,名鉄豊川線,281
30003,名鉄西尾線,282
30004,名鉄蒲郡線,283
30005,名鉄三河線,284
30006,名鉄豊田線,285
30007,名鉄空港線,286
30008,名鉄常滑線,287
30009,名鉄河和線,288
30010,名鉄知多新線,289
30011,名鉄築港線,290
30012,名鉄瀬戸線,291
30013,名鉄津島線,292
30014,名鉄尾西線,293
30015,名鉄犬山線,294
30016,名鉄各務原線,295
30017,名鉄広見線,296
30018,名鉄小牧線,297
30020,名鉄竹鼻線,298
30021,名鉄羽島線,299
31001,近鉄難波線,300
31002,近鉄橿原線,301
31003,近鉄南大阪線,302
31005,近鉄大阪線,303
31007,近鉄吉野線,304
31008,近鉄湯の山線,305
31009,近鉄山田線,306
31010,近鉄鳥羽線,307
31011,近鉄天理線,308
31012,近鉄道明寺線,309
31013,四日市あすなろう鉄道内部線,604
31014,四日市あすなろう鉄道八王子線,605
31015,近鉄志摩線,312
31016,近鉄生駒線,313
31017,近鉄田原本線,314
31018,近鉄御所線,315
31019,近鉄鈴鹿線,316
31020,近鉄奈良線,317
31021,近鉄信貴線,318
31022,近鉄長野線,319
31023,近鉄けいはんな線,320
31024,近鉄西信貴ケーブル,321
31025,近鉄京都線,322
31026,近鉄生駒ケーブル,323
31027,近鉄名古屋線,324
32001,南海本線,325
32002,南海空港線,326
32003,南海和歌山港線,327
32004,南海高師浜線,328
32005,南海加太線,329
32006,南海多奈川線,330
32007,南海高野線(りんかんサンライン),331
32008,南海高野山ケーブル,332
32009,南海汐見橋線,333
33001,京阪本線,334
33002,京阪宇治線,335
33003,京阪交野線,336
33004,京阪鴨東線,337
33005,京阪石清水八幡宮参道ケーブル,338
33006,京阪石山坂本線,339
33007,京阪京津線,340
33008,京阪中之島線,341
34001,阪急神戸本線,342
34002,阪急宝塚本線,343
34003,阪急京都本線,344
34004,阪急今津線,345
34005,阪急甲陽線,346
34006,阪急伊丹線,347
34007,阪急箕面線,348
34008,阪急千里線,349
34009,阪急嵐山線,350
35001,阪神本線,351
35002,阪神なんば線,352
35003,阪神武庫川線,353
36001,西鉄天神大牟田線,354
36002,西鉄太宰府線,355
36003,西鉄甘木線,356
36004,西鉄貝塚線,357
99101,札幌市営地下鉄東西線,358
99102,札幌市営地下鉄南北線,359
99103,札幌市営地下鉄東豊線,360
99104,札幌市電山鼻線,361
99105,函館市電２系統,362
99106,函館市電５系統,363
99108,道南いさりび鉄道線,626
99201,津軽鉄道,364
99202,弘南鉄道弘南線,365
99203,弘南鉄道大鰐線,366
99204,十和田観光電鉄,367
99205,いわて銀河鉄道,368
99206,青い森鉄道,369
99207,三陸鉄道北リアス線,370
99208,三陸鉄道リアス線,627
99209,秋田内陸縦貫鉄道,372
99210,由利高原鉄道,373
99211,山形鉄道フラワー長井線,374
99213,阿武隈急行,375
99214,仙台市営地下鉄南北線,376
99218,仙台市営地下鉄東西線,624
99215,福島交通飯坂線,377
99216,会津鉄道,378
99217,仙台空港線,379
99301,都営大江戸線,380
99302,都営浅草線,381
99303,都営三田線,382
99304,都営新宿線,383
99305,都営都電荒川線,384
99342,日暮里・舎人ライナー,420
99306,秩父鉄道,385
99307,埼玉高速鉄道,386
99308,いすみ鉄道,387
99309,つくばエクスプレス,388
99310,みなとみらい線,389
99311,ゆりかもめ,390
99312,わたらせ渓谷鐵道,391
99313,ユーカリが丘線,392
99314,伊豆箱根鉄道大雄山線,393
99315,ひたちなか海浜鉄道湊線,394
99316,横浜市営地下鉄ブルーライン,395
99343,横浜市営地下鉄グリーンライン,421
99317,金沢シーサイドライン,396
99318,関東鉄道常総線,397
99319,関東鉄道竜ヶ崎線,398
99320,江ノ島電鉄線,399
99321,埼玉新都市交通伊奈線,400
99323,鹿島臨海鉄道大洗鹿島線,401
99324,芝山鉄道,402
99325,小湊鉄道,403
99326,湘南モノレール,404
99327,上信電鉄,405
99328,上毛電気鉄道,406
99329,新京成電鉄線,407
99330,真岡鐵道,408
99331,千葉都市モノレール１号線,409
99332,千葉都市モノレール２号線,410
99333,流鉄流山線,411
99334,多摩モノレール,412
99335,銚子電鉄線,413
99336,東京モノレール,414
99337,東京臨海高速鉄道,415
99338,東葉高速鉄道,416
99339,箱根登山鉄道,417
99340,北総鉄道,418
99341,野岩鉄道会津鬼怒川線,419
99401,富士急行,422
99402,北越急行ほくほく線,423
99403,しなの鉄道,424
99427,北しなの線,596
99404,上田電鉄別所線,425
99405,長野電鉄長野線,426
99406,長野電鉄屋代線,427
99407,松本電鉄上高地線,428
99408,富山地鉄本線,429
99409,富山地鉄立山線,430
99410,富山地鉄不二越・上滝線,431
99412,黒部峡谷鉄道,432
99413,富山地鉄市内線,433
99422,富山地鉄富山都心線,442
99414,万葉線,434
99415,富山地鉄富山港線,435
99416,北陸鉄道石川線,436
99417,北陸鉄道浅野川線,437
99423,日本海ひすいライン,598
99424,妙高はねうまライン,597
99425,あいの風とやま鉄道線,599
99426,IRいしかわ鉄道線,600
99455,ハピラインふくい線,632
99418,のと鉄道七尾線,438
99419,えちぜん鉄道勝山永平寺線,439
99420,えちぜん鉄道三国芦原線,440
99421,福井鉄道福武線,441
99501,伊豆急行,443
99502,伊豆箱根鉄道駿豆線,444
99503,岳南線,445
99504,静岡鉄道静岡清水線,446
99505,天竜浜名湖鉄道,447
99506,遠州鉄道,448
99507,大井川鐵道大井川本線,449
99508,大井川鐵道井川線,450
99509,西名古屋港線(あおなみ線),451
99510,東海交通事業城北線,452
99511,愛知環状鉄道,453
99512,東部丘陵線(リニモ),454
99513,名古屋市営地下鉄東山線,455
99514,名古屋市営地下鉄名城線,456
99515,名古屋市営地下鉄名港線,457
99516,名古屋市営地下鉄鶴舞線,458
99517,名古屋市営地下鉄桜通線,459
99518,名古屋市営地下鉄上飯田線,460
99520,豊橋鉄道渥美線,461
99521,豊橋鉄道東田本線,462
99522,豊橋鉄道運動公園前線,463
99523,ゆとりーとライン,464
99524,明知鉄道,465
99525,長良川鉄道越美南線,466
99526,樽見鉄道,467
99528,三岐鉄道三岐線,468
99529,三岐鉄道北勢線,469
99530,伊勢鉄道,470
99531,伊賀鉄道伊賀線,471
99532,養老鉄道養老線,472
99601,近江鉄道本線,473
99602,近江鉄道多賀線,474
99603,近江鉄道八日市線,475
99604,信楽高原鐵道,476
99605,嵯峨野観光鉄道,477
99606,叡山電鉄叡山本線,478
99607,叡山電鉄鞍馬線,479
99608,京都丹後鉄道宮福線,601
99609,京都丹後鉄道宮豊線,603
99653,京都丹後鉄道宮舞線,602
99610,京都市営地下鉄烏丸線,482
99611,京都市営地下鉄東西線,483
99612,京福電鉄嵐山本線,484
99613,京福電鉄北野線,485
99614,北大阪急行線,486
99616,泉北高速鉄道線,488
99617,水間鉄道,489
99618,OsakaMetro御堂筋線,490
99619,OsakaMetro谷町線,491
99620,OsakaMetro四つ橋線,492
99621,OsakaMetro中央線,493
99622,OsakaMetro千日前線,494
99623,OsakaMetro堺筋線,495
99624,OsakaMetro長堀鶴見緑地線,496
99652,OsakaMetro今里筋線,521
99625,OsakaMetro南港ポートタウン線,497
99626,大阪モノレール線,498
99627,大阪モノレール彩都線,499
99628,阪堺電軌上町線,500
99629,阪堺電軌阪堺線,501
99630,神戸高速東西線,502
99631,神戸高速南北線,503
99632,神鉄有馬線,504
99633,神鉄三田線,505
99634,神鉄公園都市線,506
99635,神鉄粟生線,507
99636,神戸市営地下鉄北神線,508
99637,山陽電鉄本線,509
99638,山陽電鉄網干線,510
99615,能勢電鉄妙見線,487
99640,能勢電鉄日生線,511
99642,三木線,611
99643,北条鉄道,512
99644,智頭急行,513
99645,神戸市営地下鉄西神線,514
99646,神戸市営地下鉄山手線,515
99647,神戸市営地下鉄海岸線(夢かもめ),516
99648,神戸新交通ポートアイランド線,517
99649,神戸新交通六甲アイランド線,518
99650,紀州鉄道,519
99651,わかやま電鉄貴志川線,520
99701,若桜鉄道,522
99702,一畑電車北松江線,523
99703,一畑電車大社線,524
99704,水島臨海鉄道,525
99705,井原鉄道,526
99706,岡山電軌東山本線,527
99707,岡山電軌清輝橋線,528
99708,スカイレールサービス,529
99709,アストラムライン,530
99710,広電１系統(宇品線),531
99711,広電２系統(宮島線),532
99712,広電３系統(己斐線),533
99713,広電５系統(比治山線),534
99714,広電６系統(江波線),535
99715,広電７系統(都心線),536
99716,広電８系統(横川線),537
99717,広電９系統(白島線),538
99718,錦川鉄道錦川清流線,539
99801,阿佐海岸鉄道阿佐東線,540
99802,琴電琴平線,541
99803,琴電長尾線,542
99804,琴電志度線,543
99805,伊予鉄道郡中線,544
99806,伊予鉄道高浜線,545
99807,伊予鉄道横河原線,546
99808,伊予鉄道１系統(環状線),547
99809,伊予鉄道２系統(環状線),548
99810,伊予鉄道３系統(市駅線),549
99811,伊予鉄道５系統(松山駅前線),550
99812,伊予鉄道６系統(本町線),551
99814,土佐くろしお鉄道中村線,552
99815,土佐くろしお鉄道宿毛線,553
99816,土佐くろしお鉄道ごめん・なはり線,554
99817,とさでん交通後免線,555
99818,とさでん交通伊野線,556
99819,とさでん交通桟橋線,557
99901,甘木鉄道,558
99902,平成筑豊鉄道伊田線,559
99903,平成筑豊鉄道糸田線,560
99904,平成筑豊鉄道田川線,561
99928,平成筑豊鉄道門司港レトロ観光線,584
99905,福岡市営地下鉄空港線,562
99906,福岡市営地下鉄箱崎線,563
99907,福岡市営地下鉄七隈線,564
99908,北九州高速鉄道,565
99909,筑豊電気鉄道,566
99910,松浦鉄道西九州線(有田～伊万里),567
99911,松浦鉄道西九州線(伊万里～佐世保),568
99912,島原鉄道,569
99913,長崎電軌１系統,570
99914,長崎電軌３系統,571
99915,長崎電軌４系統,572
99916,長崎電軌５系統,573
99917,熊本電鉄本線,574
99918,熊本電鉄上熊本線,575
99919,南阿蘇鉄道高森線,576
99920,くま川鉄道湯前線,577
99921,肥薩おれんじ鉄道,578
99922,熊本市電Ａ系統,579
99923,熊本市電Ｂ系統,580
99925,鹿児島市電１系統,581
99926,鹿児島市電２系統,582
99927,ゆいレール,583
99220,南部縦貫鉄道線,594
99221,横荘線,620
99222,雄勝線,621
99347,鹿島臨海鉄道鹿島臨港線,622
99348,京王御陵線,608
99349,鉄道院中央本線,623
99350,湘南軌道,607
99428,福井鉄道鯖浦線,610
99656,北丹鉄道,612
10701,倉吉線,614
99719,下津井電鉄,613
10801,鍛冶屋原線,615
99813,伊予鉄道森松線,618
10901,勝田線,616
10902,宮之城線,617
99929,嘉手納線,619
99345,ディズニーリゾートライン線,592
31028,近鉄内部線,310
31029,近鉄八王子線,311
99654,北近畿タンゴ鉄道宮津線,481
99655,北近畿タンゴ鉄道宮福線,480
99346,上野懸垂線(上野動物園モノレール),593
99344,宇都宮芳賀ライトレール線,631
11232,JR仙石東北ライン,606
99219,三陸鉄道南リアス線,371
