code,id,name,name_kana,name_formal,station_size,company_code,color,symbol,closed,closed_date,impl
99311,0bc7a9,ゆりかもめ,ゆりかもめ,ゆりかもめ東京臨海新交通臨海線,16,125,#27404E,U,0,NULL,1
99312,4f3779,わたらせ渓谷鐵道,わたらせけいこくてつどう,わたらせ渓谷鐵道わたらせ渓谷線,17,126,NULL,WK,0,NULL,1
99313,91b875,ユーカリが丘線,ゆーかりがおかせん,山万ユーカリが丘線,6,127,NULL,NULL,0,NULL,1
99314,680ff4,伊豆箱根鉄道大雄山線,いずはこねてつどうだいゆうざんせん,NULL,12,128,#000000,ID,0,NULL,1
99315,5dc29f,ひたちなか海浜鉄道湊線,ひたちなかかいひんてつどうみなとせん,NULL,11,129,NULL,NULL,0,NULL,1
99316,75a89b,横浜市営地下鉄ブルーライン,よこはましえいちかてつぶるーらいん,横浜市高速鉄道1号線・3号線,32,130,#006BF0,B,0,NULL,1
99343,e53f38,横浜市営地下鉄グリーンライン,よこはましえいちかてつぐりーんらいん,横浜市高速鉄道4号線,10,130,#40CC40,G,0,NULL,1
99317,15e74c,横浜新都市交通金沢シーサイドライン,よこはましんとしこうつうかなざわしーさいどらいん,NULL,14,131,#F68B1E,NULL,0,NULL,1
99318,7ce0b6,関東鉄道常総線,かんとうてつどうじょうそうせん,NULL,25,132,NULL,NULL,0,NULL,1
99319,4c254c,関東鉄道竜ヶ崎線,かんとうてつどうりゅうがさきせん,NULL,3,132,NULL,NULL,0,NULL,1
99320,45966b,江ノ島電鉄線,えのしまでんてつせん,NULL,15,133,#005B1A,EN,0,NULL,1
99321,c2c19e,埼玉新都市交通伊奈線,さいたましんとしこうつういなせん,NULL,13,134,#FFFF00,NULL,0,NULL,1
99323,ddc638,鹿島臨海鉄道大洗鹿島線,かしまりんかいてつどうおおあらいかしません,NULL,16,136,NULL,NULL,0,NULL,1
99324,4d0538,芝山鉄道,しばやまてつどう,芝山鉄道線,2,137,#00A650,SR,0,NULL,1
99325,881132,小湊鉄道,こみなとてつどう,小湊鉄道線,18,138,NULL,NULL,0,NULL,1
99326,08f78e,湘南モノレール,しょうなんものれーる,NULL,8,139,NULL,NULL,0,NULL,1
99327,2926d4,上信電鉄,じょうしんでんてつ,NULL,21,140,NULL,NULL,0,NULL,1
99328,d51248,上毛電気鉄道,じょうもうでんきてつどう,上毛電気鉄道上毛線,23,141,NULL,NULL,0,NULL,1
99329,0b4220,新京成電鉄線,しんけいせいでんてつせん,新京成電鉄新京成線,24,142,#EF59A1,SL,0,NULL,1
99330,e5e270,真岡鐵道,もおかてつどう,真岡鐵道真岡線,17,143,NULL,NULL,0,NULL,1
99331,d107e0,千葉都市モノレール１号線,ちばとしものれーるいちごうせん,NULL,6,144,#2843BA,NULL,0,NULL,1
99332,79f6f4,千葉都市モノレール２号線,ちばとしものれーるにごうせん,NULL,13,144,#2843BA,NULL,0,NULL,1
99333,532627,流鉄流山線,りゅうてつながれやません,NULL,6,145,NULL,RN,0,NULL,1
99334,7498f8,多摩モノレール,たまものれーる,多摩都市モノレール線,19,146,#FF6633,TT,0,NULL,1
99335,295b43,銚子電鉄線,ちょうしでんてつせん,銚子電気鉄道線,10,147,NULL,NULL,0,NULL,1
99336,befad3,東京モノレール,とうきょうものれーる,東京モノレール羽田空港線,11,148,#004098,MO,0,NULL,1
99337,5ce375,東京臨海高速鉄道,とうきょうりんかいこうそくてつどう,東京臨海高速鉄道りんかい線,8,149,#3366CC,R,0,NULL,1
99338,e27e87,東葉高速鉄道,とうようこうそくてつどう,東葉高速鉄道東葉高速線,9,150,#3FB036,TR,0,NULL,1
99339,68edaa,箱根登山鉄道,はこねとざんてつどう,箱根登山鉄道鉄道線,11,151,#A14023,OH,0,NULL,1
99340,cb0567,北総鉄道,ほくそうてつどう,北総鉄道北総線,15,152,#00BDF2,HS,0,NULL,1
99341,910e79,野岩鉄道会津鬼怒川線,やがんてつどうあいづきぬがわせん,NULL,9,153,NULL,NULL,0,NULL,1
99401,a2ad55,富士急行,ふじきゅうこう,富士急行線,18,154,NULL,FJ,0,NULL,1
99402,abc88f,北越急行ほくほく線,ほくえつきゅうこうほくほくせん,NULL,12,155,#6633FF,NULL,0,NULL,1
99403,75cde4,しなの鉄道,しなのてつどう,しなの鉄道線,19,156,#F0A401,NULL,0,NULL,1
99427,cdb80b,北しなの線,きたしなのせん,NULL,8,156,#999966,NULL,0,NULL,1
99404,e8bd53,上田電鉄別所線,うえだでんてつべっしょせん,NULL,15,157,NULL,NULL,0,NULL,1
99405,ccda97,長野電鉄長野線,ながのでんてつながのせん,NULL,24,158,NULL,N,0,NULL,1
99406,ad00dc,長野電鉄屋代線,ながのでんてつやしろせん,NULL,13,158,NULL,Y,1,2012-04-01,1
99407,ed45b8,松本電鉄上高地線,まつもとでんてつかみこうちせん,アルピコ交通上高地線,15,159,NULL,AK,0,NULL,1
99408,440c68,富山地鉄本線,とやまちてつほんせん,NULL,41,160,#0033FF,T,0,NULL,1
99409,26cbff,富山地鉄立山線,とやまちてつたてやません,NULL,14,160,#009933,T,0,NULL,1
99410,e0fcf7,富山地鉄不二越・上滝線,とやまちてつふじこし・かみだきせん,NULL,16,160,#F77321,T,0,NULL,1
99412,63e466,黒部峡谷鉄道,くろべきょうこくてつどう,黒部峡谷鉄道本線,4,162,NULL,NULL,0,NULL,1
99413,5de6ae,富山地鉄市内線,とやまちてつしないせん,NULL,22,160,NULL,C,0,NULL,1
99422,2b9b0d,富山地鉄富山都心線,とやまちてつとやまとしんせん,NULL,5,160,NULL,C,0,NULL,1
99414,145b76,万葉線,まんようせん,NULL,25,163,NULL,NULL,0,NULL,1
99415,6143ed,富山地鉄富山港線,とやまちてつとやまこうせん,NULL,16,160,#00008B,C,0,NULL,1
99416,8706cf,北陸鉄道石川線,ほくりくてつどういしかわせん,NULL,20,165,NULL,I,0,NULL,1
99417,0e478f,北陸鉄道浅野川線,ほくりくてつどうあさのがわせん,NULL,13,165,NULL,A,0,NULL,1
99423,1671be,日本海ひすいライン,にほんかいひすいらいん,NULL,13,244,#3782BD,NULL,0,NULL,1
99424,9e5d4f,妙高はねうまライン,みょうこうはねうまらいん,NULL,10,244,#35C98E,NULL,0,NULL,1
99425,0870d5,あいの風とやま鉄道線,あいのかぜとやまてつどうせん,NULL,22,245,#00A556,NULL,0,NULL,1
99426,b2e0af,IRいしかわ鉄道線,あいあーるいしかわてつどう,IRいしかわ鉄道株式会社,5,246,#00A7E3,NULL,0,NULL,1
99418,6c98dc,のと鉄道七尾線,のとてつどうななおせん,NULL,11,166,NULL,NULL,0,NULL,1
99419,6953a0,えちぜん鉄道勝山永平寺線,えちぜんてつどうかつやまえいへいじせん,NULL,30,167,#FFA500,E,0,NULL,1
99420,48988c,えちぜん鉄道三国芦原線,えちぜんてつどうみくにあわらせん,NULL,24,167,#0066FF,NULL,0,NULL,1
99421,824528,福井鉄道福武線,ふくいてつどうふくぶせん,NULL,25,168,NULL,F,0,NULL,1
99501,8a1061,伊豆急行,いずきゅうこう,伊豆急行線,16,169,#000000,IZ,0,NULL,1
99502,374415,伊豆箱根鉄道駿豆線,いずはこねてつどうすんずせん,NULL,13,128,#000000,IS,0,NULL,1
99503,1c345c,岳南線,がくなんせん,岳南鉄道線,10,170,NULL,NULL,0,NULL,1
99504,687bce,静岡鉄道静岡清水線,しずおかてつどうしずおかしみずせん,NULL,15,171,NULL,S,0,NULL,1
99505,94a400,天竜浜名湖鉄道,てんりゅうはまなこてつどう,天竜浜名湖鉄道天竜浜名湖線,39,172,NULL,NULL,0,NULL,1
99506,5e10ba,遠州鉄道,えんしゅうてつどう,遠州鉄道鉄道線,18,173,NULL,NULL,0,NULL,1
99507,041e33,大井川鐵道大井川本線,おおいがわてつどうおおいがわほんせん,NULL,20,174,NULL,NULL,0,NULL,1
99508,616e9a,大井川鐵道井川線,おおいがわてつどういかわせん,NULL,16,174,NULL,NULL,0,NULL,1
99509,e72b50,西名古屋港線(あおなみ線),にしなごやこうせん,西名古屋港線,11,175,NULL,AN,0,NULL,1
99510,fbf99e,東海交通事業城北線,とうかいこうつうじぎょうじょうほくせん,NULL,6,176,NULL,NULL,0,NULL,1
99511,969ec6,愛知環状鉄道,あいちかんじょうてつどう,愛知環状鉄道線,23,177,#200098,NULL,0,NULL,1
99512,1431c4,東部丘陵線(リニモ),とうぶきゅうりょうせん,東部丘陵線,9,178,#164CA2,L,0,NULL,1
99513,8785c7,名古屋市営地下鉄東山線,なごやしえいちかてつひがしやません,NULL,22,179,#FFB700,H,0,NULL,1
99514,f33f78,名古屋市営地下鉄名城線,なごやしえいちかてつめいじょうせん,NULL,28,179,#977AD4,M,0,NULL,1
99515,1f38c6,名古屋市営地下鉄名港線,なごやしえいちかてつめいこうせん,NULL,7,179,#977AD4,E,0,NULL,1
99516,bce039,名古屋市営地下鉄鶴舞線,なごやしえいちかてつつるまいせん,NULL,20,179,#009CBE,T,0,NULL,1
99517,aba85e,名古屋市営地下鉄桜通線,なごやしえいちかてつさくらどおりせん,NULL,21,179,#C4392F,S,0,NULL,1
99518,c9ecf3,名古屋市営地下鉄上飯田線,なごやしえいちかてつかみいいだせん,NULL,2,179,#E979B9,K,0,NULL,1
99520,b41c8d,豊橋鉄道渥美線,とよはしてつどうあつみせん,NULL,16,181,NULL,NULL,0,NULL,1
99521,26fd88,豊橋鉄道東田本線,とよはしてつどうあずまだほんせん,NULL,14,181,NULL,NULL,0,NULL,1
99522,fe0982,豊橋鉄道運動公園前線,とよはしてつどううんどうこうえんまえせん,NULL,2,181,NULL,NULL,0,NULL,1
99523,0de921,ゆとりーとライン,ゆとりーとらいん,ガイドウェイバス志段味線,9,182,#3C459A,Y,0,NULL,1
99524,36da0f,明知鉄道,あけちてつどう,明知鉄道明知線,11,183,NULL,NULL,0,NULL,1
99525,b22ca0,長良川鉄道越美南線,ながらがわてつどうえつみなんせん,NULL,38,184,NULL,NULL,0,NULL,1
99526,4f39f2,樽見鉄道,たるみてつどう,樽見鉄道樽見線,19,185,NULL,NULL,0,NULL,1
99528,e41235,三岐鉄道三岐線,さんぎてつどうさんぎせん,NULL,15,186,NULL,NULL,0,NULL,1
99529,f4b888,三岐鉄道北勢線,さんぎてつどうほくせいせん,NULL,19,186,NULL,NULL,0,NULL,1
99530,68703b,伊勢鉄道,いせてつどう,伊勢鉄道伊勢線,10,187,NULL,NULL,0,NULL,1
99531,e5ebeb,伊賀鉄道伊賀線,いがてつどういがせん,NULL,15,188,NULL,NULL,0,NULL,1
99532,709fe0,養老鉄道養老線,ようろうてつどうようろうせん,NULL,27,189,NULL,NULL,0,NULL,1
99601,6b238d,近江鉄道本線,おうみてつどうほんせん,NULL,25,190,NULL,NULL,0,NULL,1
99602,c2def9,近江鉄道多賀線,おうみてつどうたがせん,NULL,3,190,#F01008,NULL,0,NULL,1
99603,ddcf8a,近江鉄道八日市線,おうみてつどうようかいちせん,NULL,7,190,#4BC560,NULL,0,NULL,1
99604,644a8c,信楽高原鐵道,しがらきこうげんてつどう,信楽高原鐵道信楽線,6,191,NULL,NULL,0,NULL,1
99605,abb01b,嵯峨野観光鉄道,さがのかんこうてつどう,嵯峨野観光線,4,192,NULL,NULL,0,NULL,1
99606,c7dcfb,叡山電鉄叡山本線,えいざんでんてつえいざんほんせん,NULL,8,193,#007F00,E,0,NULL,1
99607,c30b57,叡山電鉄鞍馬線,えいざんでんてつくらません,NULL,10,193,#FF0000,E,0,NULL,1
99608,cdff19,京都丹後鉄道宮福線,きょうとたんごてつどうみやふくせん,宮福線,14,194,#8CC63E,F,0,NULL,1
99609,4b85c5,京都丹後鉄道宮豊線,きょうとたんごてつどうみやとよせん,宮豊線,13,194,#F15A22,T,0,NULL,1
99653,ad02a0,京都丹後鉄道宮舞線,きょうとたんごてつどうみやまいせん,宮舞線,7,194,#0072BC,M,0,NULL,1
99610,2bd021,京都市営地下鉄烏丸線,きょうとしえいちかてつからすません,NULL,15,195,#3CB371,K,0,NULL,1
99611,f27eff,京都市営地下鉄東西線,きょうとしえいちかてつとうざいせん,NULL,17,195,#FF4500,T,0,NULL,1
99612,43e5a0,京福電鉄嵐山本線,けいふくでんてつあらしやまほんせん,NULL,13,196,#D7003A,A,0,NULL,1
99613,8fc107,京福電鉄北野線,けいふくでんてつきたのせん,NULL,10,196,#5654A2,B,0,NULL,1
99614,51dae2,北大阪急行電鉄,きたおおさかきゅうこうでんてつ,NULL,5,197,#E5171F,M,0,NULL,1
99616,ddb7f3,泉北高速鉄道線,せんぼくこうそくてつどう,NULL,6,198,#007FFF,SB,0,NULL,1
99617,34a778,水間鉄道,みずまてつどう,水間鉄道水間線,10,199,NULL,NULL,0,NULL,1
99618,4b5c36,OsakaMetro御堂筋線,おおさかめとろみどうすじせん,高速電気軌道第1号線,20,249,#E5171F,M,0,NULL,1
99619,21293d,OsakaMetro谷町線,おおさかめとろたにまちせん,高速電気軌道第2号線,26,249,#522886,T,0,NULL,1
99620,16c04b,OsakaMetro四つ橋線,おおさかめとろよつばしせん,高速電気軌道第3号線,11,249,#0078BA,Y,0,NULL,1
99621,828d98,OsakaMetro中央線,おおさかめとろちゅうおうせん,高速電気軌道第4号線,14,249,#019A66,C,0,NULL,1
99622,1bca22,OsakaMetro千日前線,おおさかめとろせんにちまえせん,高速電気軌道第5号線,14,249,#E44D93,S,0,NULL,1
99623,69ee4e,OsakaMetro堺筋線,おおさかめとろさかいすじせん,高速電気軌道第6号線,10,249,#814721,K,0,NULL,1
99624,8c17ef,OsakaMetro長堀鶴見緑地線,おおさかめとろながほりつるみりょくちせん,高速電気軌道第7号線,17,249,#A9CC51,N,0,NULL,1
99652,8ddda2,OsakaMetro今里筋線,おおさかめとろいまざとすじせん,高速電気軌道第8号線,11,249,#EE7B1A,I,0,NULL,1
99625,395b53,OsakaMetro南港ポートタウン線,おおさかめとろなんこうぽーとたうんせん,大阪市高速電気軌道南港ポートタウン線,10,249,#00A0DE,P,0,NULL,1
99626,686637,大阪モノレール線,おおさかものれーるせん,NULL,14,201,#111986,NULL,0,NULL,1
99627,16ac2e,大阪モノレール彩都線,おおさかものれーるさいとせん,国際文化公園都市線,5,201,#111986,NULL,0,NULL,1
99628,232e25,阪堺電軌上町線,はんかいでんきうえまちせん,NULL,11,202,NULL,HN,0,NULL,1
99629,1ff203,阪堺電軌阪堺線,はんかいでんきはんかいせん,NULL,31,202,NULL,HN,0,NULL,1
99630,36e304,神戸高速東西線,こうべこうそくとうざいせん,NULL,9,203,NULL,NULL,0,NULL,1
99631,1b3343,神戸高速南北線,こうべこうそくなんぼくせん,NULL,2,203,#DD0033,KB,0,NULL,1
99632,8baaea,神鉄有馬線,しんてつありません,NULL,15,204,#FF0000,KB,0,NULL,1
99633,f2a8bb,神鉄三田線,しんてつさんだせん,NULL,10,204,#008000,KB,0,NULL,1
99634,3eedc6,神鉄公園都市線,しんてつこうえんとしせん,NULL,6,204,#CCCC33,KB,0,NULL,1
99635,257ee2,神鉄粟生線,しんてつあおせん,NULL,20,204,#0000FF,KB,0,NULL,1
99636,6fac09,神戸市営地下鉄北神線,こうべしえいちかてつほくしんせん,NULL,2,211,#01AF98,S,0,NULL,1
99637,2f164e,山陽電鉄本線,さんようでんてつほんせん,NULL,45,206,#FA2B08,SY,0,NULL,1
99638,6794e5,山陽電鉄網干線,さんようでんてつあぼしせん,NULL,7,206,#FA2B08,SY,0,NULL,1
99615,b176a2,能勢電鉄妙見線,のせでんてつみょうけんせん,NULL,15,207,#800000,NS,0,NULL,1
99640,738ec9,能勢電鉄日生線,のせでんてつにっせいせん,NULL,2,207,#800000,NS,0,NULL,1
99642,e2c598,三木線,みきせん,三木鉄道三木線,9,208,NULL,NULL,1,2008-04-01,1
99643,ca37af,北条鉄道,ほくじょうてつどう,北条鉄道北条線,8,209,NULL,NULL,0,NULL,1
99644,c15849,智頭急行,ちずきゅうこう,智頭急行智頭線,14,210,NULL,NULL,0,NULL,1
99645,0ff379,神戸市営地下鉄西神線,こうべしえいちかてつせいしんせん,NULL,9,211,#01AF98,S,0,NULL,1
99646,8e6ad6,神戸市営地下鉄山手線,こうべしえいちかてつやまてせん,NULL,8,211,#01AF98,S,0,NULL,1
99647,ce019b,神戸市営地下鉄海岸線(夢かもめ),こうべしえいちかてつかいがんせん,神戸市営地下鉄海岸線,10,211,#00469C,K,0,NULL,1
99648,977261,神戸新交通ポートアイランド線,こうべしんこうつうぽーとあいらんどせん,NULL,12,212,NULL,NULL,0,NULL,1
99649,8e6310,神戸新交通六甲アイランド線,こうべしんこうつうろっこうあいらんどせん,NULL,6,212,NULL,R,0,NULL,1
99650,5c0d37,紀州鉄道,きしゅうてつどう,紀州鉄道線,6,213,NULL,NULL,0,NULL,1
99651,986500,わかやま電鉄貴志川線,わかやまでんてつきしがわせん,和歌山電鐵貴志川線,14,214,NULL,NULL,0,NULL,1
99701,d1dd3a,若桜鉄道,わかさてつどう,若桜鉄道若桜線,9,215,NULL,NULL,0,NULL,1
99702,5068b9,一畑電車北松江線,いちばたでんしゃきたまつえせん,NULL,24,216,NULL,NULL,0,NULL,1
99703,bc8164,一畑電車大社線,いちばたでんしゃたいしゃせん,NULL,5,216,NULL,NULL,0,NULL,1
99704,3f8a5a,水島臨海鉄道,みずしまりんかいてつどう,水島臨海鉄道水島本線,10,217,NULL,MR,0,NULL,1
99705,948146,井原鉄道,いばらてつどう,井原鉄道井原線,15,218,NULL,NULL,0,NULL,1
99706,3c7275,岡山電軌東山本線,おかやまでんきひがしやません,NULL,10,219,#0000FF,NULL,0,NULL,1
99707,511c97,岡山電軌清輝橋線,おかやまでんきせいきばしせん,NULL,9,219,#942B9D,NULL,0,NULL,1
99708,de9367,スカイレールサービス,すかいれーるさーびす,広島短距離交通瀬野線,3,220,NULL,NULL,0,NULL,1
99709,b11493,アストラムライン,あすとらむらいん,広島高速交通広島新交通1号線,22,221,#FFD400,NULL,0,NULL,1
99710,5ee658,広電１系統(宇品線),ひろでんいちけいとう(うじなせん),広電１号線(宇品線),27,222,NULL,NULL,0,NULL,1
99711,562a04,広電２系統(宮島線),ひろでんにけいとう(みやじません),広電２号線(宮島線),41,222,#EE0000,NULL,0,NULL,1
99712,318129,広電３系統(己斐線),ひろでんさんけいとう(こいせん),広電３号線,29,222,#000080,NULL,0,NULL,1
99713,d6dce6,広電５系統(比治山線),ひろでんごけいとう(ひじやません),広電５号線(皆実線),18,222,#00CC00,NULL,0,NULL,1
99714,7509a0,広電６系統(江波線),ひろでんろくけいとう(えばせん),広電６号線(江波線),20,222,#FFD700,NULL,0,NULL,1
99715,2dc8d9,広電７系統(都心線),ひろでんななけいとう(としんせん),広電７号線,15,222,#00594C,NULL,0,NULL,1
99716,e6d363,広電８系統(横川線),ひろでんはちけいとう(よこがわせん),広電８号線(横川線),12,222,#FF69B4,NULL,0,NULL,1
99717,abdd6b,広電９系統(白島線),ひろでんきゅうけいとう(はくしません),広電９号線(白島線),5,222,#696969,W,0,NULL,1
99718,02f7ad,錦川鉄道錦川清流線,にしきがわてつどうにしきがわせいりゅうせん,NULL,13,223,NULL,NULL,0,NULL,1
99801,7411db,阿佐海岸鉄道阿佐東線,あさかいがんてつどうあさとうせん,NULL,4,224,NULL,AK,0,NULL,1
99802,5b3afc,琴電琴平線,ことでんことひらせん,NULL,23,225,#FFCC33,K,0,NULL,1
99803,da30b9,琴電長尾線,ことでんながおせん,NULL,18,225,#66CC66,N,0,NULL,1
99804,31acc0,琴電志度線,ことでんしどせん,NULL,16,225,#FF3366,S,0,NULL,1
99805,786ad2,伊予鉄道郡中線,いよてつどうぐんちゅうせん,NULL,12,226,#F15A22,IY,0,NULL,1
99806,444597,伊予鉄道高浜線,いよてつどうたかはません,NULL,10,226,#9ACD32,IY,0,NULL,1
99807,1539fe,伊予鉄道横河原線,いよてつどうよこがわらせん,NULL,15,226,#00BBEE,IY,0,NULL,1
99808,459afe,伊予鉄道１系統(環状線),いよてつどういちけいとう(かんじょうせん),伊予鉄道１系統,21,226,#006600,NULL,0,NULL,1
99809,a9d3f2,伊予鉄道２系統(環状線),いよてつどうにけいとう(かんじょうせん),伊予鉄道２系統,21,226,#FF6600,NULL,0,NULL,1
99810,12e903,伊予鉄道３系統(市駅線),いよてつどうさんけいとう(しえきせん),伊予鉄道３系統,11,226,#FF0000,NULL,0,NULL,1
99811,f2980e,伊予鉄道５系統(松山駅前線),いよてつどうごけいとう(まつやまえきまえせん),伊予鉄道５系統,13,226,#0000FF,NULL,0,NULL,1
99812,ab4f93,伊予鉄道６系統(本町線),いよてつどうろくけいとう(ほんまちせん),伊予鉄道６系統,7,226,#000000,NULL,0,NULL,1
99814,942976,土佐くろしお鉄道中村線,とさくろしおてつどうなかむらせん,NULL,15,227,NULL,TK,0,NULL,1
99815,4325cf,土佐くろしお鉄道宿毛線,とさくろしおてつどうすくもせん,NULL,8,227,NULL,TK,0,NULL,1
99816,f0374f,土佐くろしお鉄道ごめん・なはり線,とさくろしおてつどうごめん・なはりせん,NULL,21,227,#0000FF,GN,0,NULL,1
99817,c93cae,とさでん交通後免線,とさでんこうつうごめんせん,土佐電鉄ごめん線,33,228,NULL,NULL,0,NULL,1
99818,cd3b63,とさでん交通伊野線,とさでんこうつういのせん,土佐電鉄伊野線,34,228,NULL,NULL,0,NULL,1
99819,a7b315,とさでん交通桟橋線,とさでんこうつうさんばしせん,土佐電鉄桟橋線,11,228,NULL,NULL,0,NULL,1
99901,26811a,甘木鉄道,あまぎてつどう,NULL,11,229,NULL,NULL,0,NULL,1
99902,d4da7a,平成筑豊鉄道伊田線,へいせいちくほうてつどういたせん,NULL,15,230,NULL,NULL,0,NULL,1
99903,c3fdb4,平成筑豊鉄道糸田線,へいせいちくほうてつどういとだせん,NULL,6,230,NULL,NULL,0,NULL,1
99904,20db06,平成筑豊鉄道田川線,へいせいちくほうてつどうたがわせん,NULL,17,230,NULL,NULL,0,NULL,1
99928,9f2290,平成筑豊鉄道門司港レトロ観光線,へいせいちくほうてつどうもじこうれとろかんこうせん,NULL,4,230,NULL,NULL,0,NULL,1
99905,6d0684,福岡市営地下鉄空港線,ふくおかしえいちかてつくうこうせん,NULL,13,231,#EE5511,K,0,NULL,1
99906,8cd01c,福岡市営地下鉄箱崎線,ふくおかしえいちかてつはこざきせん,NULL,7,231,#0077CC,H,0,NULL,1
99907,d01086,福岡市営地下鉄七隈線,ふくおかしえいちかてつななくません,NULL,16,231,#00AA44,N,0,NULL,1
99908,10d5c0,北九州高速鉄道,きたきゅうしゅうこうそくてつどう,NULL,13,232,NULL,NULL,0,NULL,1
99909,643708,筑豊電気鉄道,ちくほうでんきてつどう,筑豊電気鉄道線,21,233,#E30075,CK,0,NULL,1
99910,e6a53c,松浦鉄道西九州線(有田～伊万里),まつうらてうどう,NULL,11,234,NULL,NULL,0,NULL,1
99911,42dbbc,松浦鉄道西九州線(伊万里～佐世保),まつうらてつどう,NULL,47,234,NULL,NULL,0,NULL,1
99912,5d1778,島原鉄道,しまばらてつどう,島原鉄道線,44,235,NULL,NULL,0,NULL,1
99913,e284d6,長崎電軌１系統,ながさきでんきいちけいとう,NULL,26,236,#0000FF,NULL,0,NULL,1
99914,dd46aa,長崎電軌３系統,ながさきでんきにけいとう,NULL,24,236,#FF0000,NULL,0,NULL,1
99915,adbf2f,長崎電軌４系統,ながさきでんきよんけいとう,NULL,10,236,#FFCC00,NULL,0,NULL,1
99916,c64b54,長崎電軌５系統,ながさきでんきごけいとう,NULL,13,236,#005A52,NULL,0,NULL,1
99917,241b14,熊本電鉄本線,くまもとでんてつほんせん,NULL,13,237,NULL,NULL,0,NULL,1
99918,b6f3e3,熊本電鉄上熊本線,くまもとでんてつかみくまもとせん,NULL,6,237,NULL,NULL,0,NULL,1
99919,9dbffa,南阿蘇鉄道高森線,みなみあそてつどうたかもりせん,NULL,10,238,NULL,NULL,0,NULL,1
99920,5eacec,くま川鉄道湯前線,くまがわてつどうゆのまえせん,NULL,14,239,NULL,NULL,0,NULL,1
99921,997bb3,肥薩おれんじ鉄道,ひさつおれんじてつどう,肥薩おれんじ鉄道線,28,240,NULL,NULL,0,NULL,1
99922,dcc033,熊本市電Ａ系統,くまもとしでんえーけいとう,NULL,26,241,NULL,NULL,0,NULL,1
99923,ae3954,熊本市電Ｂ系統,くまもとしでんびーけいとう,NULL,28,241,NULL,NULL,0,NULL,1
99925,8c61e1,鹿児島市電１系統,かごしましでんいちけいとう,NULL,24,242,#4243BE,I,0,NULL,1
99926,1e8de5,鹿児島市電２系統,かごしましでんにけいとう,NULL,20,242,#EF1731,N,0,NULL,1
99927,81c9c7,ゆいレール,ゆいれーる,沖縄都市モノレール線,19,243,#E70F3F,NULL,0,NULL,1
99220,5d8822,南部縦貫鉄道線,なんぶじゅうかんてつどうせん,NULL,11,300,NULL,NULL,1,2002-08-01,1
99221,1bf7a5,横荘線,おうしょうせん,羽後交通横荘線,2,301,NULL,NULL,1,1971-07-20,1
99222,0cc82d,雄勝線,おがちせん,羽後交通雄勝線,2,301,NULL,NULL,1,1973-04-01,1
99347,7e1430,鹿島臨海鉄道鹿島臨港線,かしまりんかいてつどうかしまりんこうせん,NULL,2,136,NULL,NULL,1,1983-12-01,1
99348,565c30,京王御陵線,けいおうごりょうせん,NULL,2,14,NULL,NULL,1,1964-11-26,1
99349,706519,鉄道院中央本線,てつどういんちゅうおうほんせん,NULL,1,NULL,NULL,NULL,1,NULL,1
99350,2712ee,湘南軌道,しょうなんきどう,NULL,8,NULL,NULL,NULL,1,1937-08-25,1
99428,ac5120,福井鉄道鯖浦線,ふくいてつどうせいほうせん,NULL,12,168,NULL,NULL,1,1973-09-29,1
99656,f6eba2,北丹鉄道,ほくたんてつどう,NULL,8,302,NULL,NULL,1,1974-02-28,1
10701,d7a953,倉吉線,くらよしせん,国鉄倉吉線,9,0,NULL,NULL,1,1985-04-01,1
99719,ea8b6b,下津井電鉄,しもついでんてつ,NULL,15,303,NULL,NULL,1,1991-01-01,1
10801,86a2b4,鍛冶屋原線,かじやばらせん,NULL,5,0,NULL,NULL,1,1972-01-16,1
99813,256374,伊予鉄道森松線,いよてつどうもりまつせん,NULL,3,226,NULL,NULL,1,1965-12-01,1
10901,3ee6bc,勝田線,かつたせん,国鉄勝田線,7,0,NULL,NULL,1,1985-04-01,1
10902,cd818e,宮之城線,みやのじょうせん,国鉄宮之城線,20,0,NULL,NULL,1,1987-01-10,1
99929,a447c8,嘉手納線,かでなせん,沖縄県営鉄道嘉手納線,3,304,NULL,NULL,1,NULL,1
99345,3b0c2b,ディズニーリゾートライン線,でぃずにーりぞーとらいんせん,舞浜リゾートラインディズニーリゾートライン線,4,305,NULL,NULL,0,NULL,1
31028,7b928f,近鉄内部線,きんてつうつべせん,NULL,8,21,NULL,NULL,0,NULL,1
31029,a8d277,近鉄八王子線,きんてつはちおうじせん,NULL,6,21,NULL,NULL,0,NULL,1
99654,761223,北近畿タンゴ鉄道宮津線,きたきんきたんごてつどうみやづせん,NULL,19,306,NULL,NULL,0,NULL,1
99655,9c642b,北近畿タンゴ鉄道宮福線,きたきんきたんごてつどうみやふくせん,NULL,14,306,NULL,NULL,0,NULL,1
99346,be0228,上野懸垂線(上野動物園モノレール),うえのけんすいせん(うえのどうぶつえんものれーる),上野懸垂線,2,119,NULL,NULL,0,NULL,1
11232,7bdaac,JR仙石東北ライン,じぇいあーるせんせきとうほくらいん,NULL,14,2,NULL,NULL,0,NULL,1
99219,7ea4bc,三陸鉄道南リアス線,さんりくてつどうみなみりあすせん,NULL,10,109,#008DD1,NULL,1,2019-03-23,1
10101,2668b4,相生線,あいおいせん,国鉄相生線,14,0,NULL,NULL,1,1985-04-01,0
10102,458cfe,胆振線,いぶりせん,国鉄胆振線,22,0,NULL,NULL,1,1986-11-01,0
