code,id,name,original_name,name_kana,lat,lng,prefecture,postal_code,address,closed,open_date,closed_date,impl,attr
3000154,8c90e3,黒田(愛知),黒田,くろだ,35.350213,136.777502,23,493-0001,一宮市木曽川町黒田字西針口北ノ切１２-４,0,NULL,NULL,1,heat
3000155,0c0f3e,木曽川堤,木曽川堤,きそがわづつみ,35.365067,136.770486,23,493-8001,一宮市北方町大字北方字倉骨,0,NULL,NULL,1,heat
3000156,81a081,笠松,笠松,かさまつ,35.37466,136.764664,21,501-6037,羽島郡笠松町西金池町,0,NULL,NULL,1,heat
3000157,ad4f60,岐南,岐南,ぎなん,35.389716,136.769165,21,501-6018,羽島郡岐南町下印食,0,NULL,NULL,1,heat
3000158,92c35e,茶所,茶所,ちゃじょ,35.402048,136.768917,21,500-8431,岐阜市加納八幡町,0,NULL,NULL,1,cool
3000159,75147b,加納(岐阜),加納,かのう,35.405209,136.765984,21,500-8402,岐阜市竜田町９丁目,0,NULL,NULL,1,eco
3000160,80de5b,名鉄岐阜,名鉄岐阜,めいてつぎふ,35.411136,136.760066,21,500-8833,岐阜市神田町９丁目,0,NULL,NULL,1,eco
3000202,22a25b,八幡(愛知),八幡,やわた,34.82916,137.352113,23,442-0857,豊川市八幡町野路,0,NULL,NULL,1,heat
3000203,6fff0e,諏訪町,諏訪町,すわちょう,34.823464,137.370479,23,442-0068,豊川市諏訪３-２５０,0,NULL,NULL,1,heat
3000204,0139b2,稲荷口,稲荷口,いなりぐち,34.818435,137.387703,23,442-0044,豊川市二見町駅前通,0,NULL,NULL,1,cool
3000302,b138c9,北安城,北安城,きたあんじょう,34.964677,137.092146,23,446-0061,安城市新田町新栄１,0,NULL,NULL,1,heat
3000303,f88d29,南安城,南安城,みなみあんじょう,34.951976,137.092457,23,446-0000,安城市的場４１-２,0,NULL,NULL,1,heat
3000304,8bfe80,碧海古井,碧海古井,へきかいふるい,34.93723,137.090863,23,446-0025,安城市古井町字大久後４-５,0,NULL,NULL,1,heat
3000305,152f4b,堀内公園,堀内公園,ほりうちこうえん,34.927834,137.089636,23,444-1155,安城市堀内町前山９２,0,NULL,NULL,1,heat
3000306,949736,桜井(愛知),桜井,さくらい,34.917477,137.088345,23,444-1154,安城市桜井町新田１２４,0,NULL,NULL,1,heat
3000316,75e556,南桜井(愛知),南桜井,みなみさくらい,34.906302,137.07721,23,444-1162,安城市小川町水遣２３,0,NULL,NULL,1,heat
3000307,8dfd0e,米津,米津,よねづ,34.892822,137.060993,23,445-0802,西尾市米津町仲之畑１-１,0,NULL,NULL,1,cool
3000308,48cb3c,桜町前,桜町前,さくらまちまえ,34.880107,137.062444,23,445-0804,西尾市緑町４-２８,0,NULL,NULL,1,cool
3000309,b192c2,西尾口,西尾口,にしおぐち,34.870647,137.062661,23,445-0073,西尾市寄住町柴草７-３,0,NULL,NULL,1,cool
3000310,9719ba,西尾,西尾,にしお,34.863917,137.057789,23,445-0851,西尾市住吉町４-１８,0,NULL,NULL,1,cool
3000311,e45cb6,福地,福地,ふくち,34.844663,137.048579,23,445-0873,西尾市川口町松原２８,0,NULL,NULL,1,eco
3000313,919a6a,上横須賀,上横須賀,かみよこすか,34.829941,137.071883,23,444-0521,愛知県西尾市吉良町上横須賀宮前60-2,0,NULL,NULL,1,eco
3000315,e1c43e,吉良吉田,吉良吉田,きらよしだ,34.794043,137.071017,23,444-0516,愛知県西尾市吉良町吉田船戸5,0,NULL,NULL,1,eco
3000402,d64908,三河鳥羽,三河鳥羽,みかわとば,34.793214,137.104984,23,444-0704,愛知県西尾市鳥羽町,0,NULL,NULL,1,heat
3000403,27e2e9,西幡豆,西幡豆,にしはず,34.792431,137.121271,23,444-0703,愛知県西尾市西幡豆町中屋敷16番地4,0,NULL,NULL,1,heat
3000404,171cbb,東幡豆,東幡豆,ひがしはず,34.789693,137.145645,23,444-0701,愛知県西尾市東幡豆町小見行田,0,NULL,NULL,1,heat
3000405,cc7608,こどもの国(愛知),こどもの国,こどものくに,34.788791,137.162721,23,444-0701,愛知県西尾市東幡豆町御堂前,0,NULL,NULL,1,heat
3000406,aa73e3,西浦,西浦,にしうら,34.79003,137.178617,23,443-0105,蒲郡市西浦町馬々４８-１,0,NULL,NULL,1,cool
3000407,649274,形原,形原,かたはら,34.798607,137.184594,23,443-0104,蒲郡市形原町形原御嶽６２,0,NULL,NULL,1,cool
3000408,a56324,三河鹿島,三河鹿島,みかわかしま,34.813313,137.189687,23,443-0037,蒲郡市鹿島町横砂３９-１,0,NULL,NULL,1,cool
3000501,c6fb2d,碧南,碧南,へきなん,34.874041,136.985613,23,447-0846,碧南市中町５-４８,0,NULL,NULL,1,heat
3000502,c38cb3,碧南中央,碧南中央,へきなんちゅうおう,34.887395,136.989476,23,447-0877,碧南市栄町３-５９,0,NULL,NULL,1,heat
3000503,08a56c,新川町(愛知),新川町,しんかわまち,34.896619,136.990312,23,447-0863,碧南市新川町３-１１３,0,NULL,NULL,1,heat
3000504,7dc59d,北新川,北新川,きたしんかわ,34.906018,136.992475,23,447-0065,碧南市久沓町４-１９,0,NULL,NULL,1,heat
3000505,f87b9c,高浜港,高浜港,たかはまみなと,34.921536,136.989391,23,444-1325,高浜市青木町６-３-１,0,NULL,NULL,1,heat
3000506,2e6077,三河高浜,三河高浜,みかわたかはま,34.930796,136.989954,23,444-1334,高浜市春日町５-３-１,0,NULL,NULL,1,heat
3000507,262cad,吉浜(愛知),吉浜,よしはま,34.946327,136.98919,23,444-1331,高浜市屋敷町１-２-３０,0,NULL,NULL,1,heat
3000508,3d2ccb,小垣江,小垣江,おがきえ,34.9639,136.995455,23,448-0813,刈谷市小垣江町字下半ノ木２０-３,0,NULL,NULL,1,heat
3000509,2d1e0a,刈谷市,刈谷市,かりやし,34.984803,136.993844,23,448-0844,刈谷市広小路３-５０４-１,0,NULL,NULL,1,heat
3000511,74d94f,重原,重原,しげはら,34.994824,137.023727,23,472-0026,知立市上重原町本郷４-４,0,NULL,NULL,1,heat
3000513,223d1f,三河知立,三河知立,みかわちりゅう,35.004002,137.045311,23,472-0042,知立市内幸町加藤２０,0,NULL,NULL,1,cool
3000514,05621a,三河八橋,三河八橋,みかわやつはし,35.010913,137.077147,23,473-0924,豊田市花園町五反田３９,0,NULL,NULL,1,cool
3000515,81eeef,若林(愛知),若林,わかばやし,35.026284,137.095851,23,473-0914,豊田市若林東町沖田３７,0,NULL,NULL,1,cool
3000516,2f0e3c,竹村,竹村,たけむら,35.040067,137.11476,23,473-0906,豊田市竹町宮下１６,0,NULL,NULL,1,cool
3000517,1ff13c,土橋(愛知),土橋,つちはし,35.058179,137.129572,23,471-0842,豊田市土橋町８-１４５,0,NULL,NULL,1,cool
3000518,46cf35,上挙母,上挙母,うわごろも,35.071854,137.154453,23,471-0876,豊田市金谷町２-９６,0,NULL,NULL,1,cool
3000519,c32de8,豊田市,豊田市,とよたし,35.087305,137.156227,23,471-0026,豊田市若宮町１-３５,0,NULL,NULL,1,cool
3000520,dcb6ff,梅坪,梅坪,うめつぼ,35.099654,137.162206,23,471-0064,豊田市梅坪町７-１２５,0,NULL,NULL,1,eco
3000521,c2efbd,越戸,越戸,こしど,35.10769,137.180178,23,470-0332,豊田市越戸町梅盛４,0,NULL,NULL,1,eco
3000522,3b1e9f,平戸橋,平戸橋,ひらとばし,35.114628,137.184725,23,470-0331,豊田市平戸橋町石平４３,0,NULL,NULL,1,eco
3000523,258d3a,猿投,猿投,さなげ,35.122613,137.178739,23,470-0372,豊田市井上町５-６２,0,NULL,NULL,1,eco
3000603,f8abb2,上豊田,上豊田,かみとよた,35.116168,137.15535,23,470-0341,豊田市上原町西山１３５-２,0,NULL,NULL,1,heat
3000604,9d8286,浄水,浄水,じょうすい,35.121298,137.137186,23,470-0343,豊田市浄水町伊保原２４３,0,NULL,NULL,1,heat
3000605,ed9b2e,三好ヶ丘,三好ヶ丘,みよしがおか,35.126918,137.111219,23,470-0202,愛知県みよし市三好丘二丁目1-1,0,NULL,NULL,1,cool
3000606,5220a4,黒笹,黒笹,くろざさ,35.127681,137.091365,23,470-0201,愛知県みよし市黒笹町縄手36-2,0,NULL,NULL,1,cool
3000607,cdf9d5,米野木,米野木,こめのき,35.123728,137.06702,23,470-0111,日進市米野木町南山１８５-３,0,NULL,NULL,1,cool
3000608,aa272f,日進(愛知),日進,にっしん,35.118378,137.04878,23,470-0113,日進市栄２-１７０８,0,NULL,NULL,1,eco
3000609,99ea78,赤池(愛知),赤池,あかいけ,35.121097,137.017978,23,470-0125,日進市赤池１-１５０３,0,NULL,NULL,1,eco
3000701,bea5fb,常滑,常滑,とこなめ,34.891167,136.834992,23,479-0838,常滑市鯉江本町５-１４１,0,NULL,NULL,1,eco
3000702,411bc8,りんくう常滑,りんくう常滑,りんくうとこなめ,34.87967,136.828164,23,479-0882,常滑市りんくう町,0,NULL,NULL,1,cool
3000703,7070e7,中部国際空港,中部国際空港,ちゅうぶこくさいくうこう,34.859262,136.816382,23,479-0881,常滑市セントレア,0,NULL,NULL,1,eco
3000805,709c2b,豊田本町,豊田本町,とよだほんまち,35.113586,136.910877,23,457-0863,名古屋市南区豊１-２６-１７,0,NULL,NULL,1,heat
3000806,6c8053,道徳,道徳,どうとく,35.105712,136.909409,23,457-0841,名古屋市南区豊田１-１２-１０,0,NULL,NULL,1,heat
3000807,c2051e,大江(愛知),大江,おおえ,35.093258,136.912758,23,457-0836,名古屋市南区加福本通２-８-１,0,NULL,NULL,1,heat
3000808,f07c44,大同町,大同町,だいどうちょう,35.080268,136.909314,23,457-0811,名古屋市南区大同町３-１,0,NULL,NULL,1,heat
3000809,ff3698,柴田,柴田,しばた,35.072774,136.909126,23,457-0815,名古屋市南区柴田町５-５,0,NULL,NULL,1,heat
3000810,0b1358,名和(愛知),名和,なわ,35.060914,136.911709,23,476-0002,東海市名和町四番割８１-７,0,NULL,NULL,1,heat
3000811,91caad,聚楽園,聚楽園,しゅうらくえん,35.042857,136.90304,23,476-0003,東海市荒尾町リの割２３５-３,0,NULL,NULL,1,heat
3000812,9800fb,新日鉄前,新日鉄前,しんにってつまえ,35.035161,136.899491,23,476-0015,東海市東海町２-６-４,0,NULL,NULL,1,heat
3000813,0a0944,太田川,太田川,おおたがわ,35.020221,136.892504,23,477-0031,東海市大田町後田５２,0,NULL,NULL,1,heat
3000814,101b20,尾張横須賀,尾張横須賀,おわりよこすか,35.010132,136.885655,23,477-0034,東海市養父町北反田１３-２,0,NULL,NULL,1,cool
3000815,1ecff4,寺本,寺本,てらもと,35.000191,136.875498,23,478-0001,知多市八幡字西水代１３５-２,0,NULL,NULL,1,cool
3000816,3739b9,朝倉(愛知),朝倉,あさくら,34.993858,136.863419,23,478-0047,知多市緑町２５-８,0,NULL,NULL,1,cool
3000817,3922ee,古見(愛知),古見,こみ,34.987809,136.856673,23,478-0017,知多市新知字森下２９-３,0,NULL,NULL,1,cool
3000818,8be37b,長浦(愛知),長浦,ながうら,34.978432,136.847808,23,478-0042,知多市長浦１-４００,0,NULL,NULL,1,cool
3000819,a94555,日長,日長,ひなが,34.96162,136.832152,23,478-0041,知多市日長字森下１０８-１,0,NULL,NULL,1,cool
3000820,6cde84,新舞子,新舞子,しんまいこ,34.949689,136.828669,23,478-0036,知多市新舞子字大瀬５５-１,0,NULL,NULL,1,cool
3000821,f78304,大野町,大野町,おおのまち,34.935441,136.827641,23,479-0866,常滑市大野町５-１７０,0,NULL,NULL,1,cool
3000822,f6b6ce,西ノ口,西ノ口,にしのくち,34.926759,136.82663,23,479-0864,常滑市住吉町４丁目３４番地,0,NULL,NULL,1,eco
3000823,34cc07,蒲池(愛知),蒲池,かばいけ,34.915408,136.825536,23,479-0856,常滑市蒲池町５-１０５,0,NULL,NULL,1,eco
3000824,b729b8,榎戸(愛知),榎戸,えのきど,34.90489,136.82822,23,479-0848,常滑市港町５-２０８,0,NULL,NULL,1,eco
3000825,e51d9a,多屋,多屋,たや,34.896983,136.830695,23,479-0839,常滑市多屋町５-１６０,0,NULL,NULL,1,eco
3000902,742242,高横須賀,高横須賀,たかよこすか,35.009608,136.893696,23,477-0037,東海市高横須賀町松本１-３,0,NULL,NULL,1,heat
3000903,484597,南加木屋,南加木屋,みなみかぎや,34.989216,136.906853,23,477-0032,東海市加木屋町南平井１５,0,NULL,NULL,1,heat
3000904,d46bd5,八幡新田,八幡新田,やわたしんでん,34.973674,136.912578,23,477-0032,東海市加木屋町陀々法師４３-１,0,NULL,NULL,1,heat
3000905,5ecd9e,巽ヶ丘,巽ヶ丘,たつみがおか,34.962265,136.915556,23,478-0012,愛知県知多市巽ヶ丘3丁目134,0,NULL,NULL,1,heat
3000906,9258a2,白沢(愛知),白沢,しらさわ,34.955219,136.91537,23,470-2201,知多郡阿久比町大字白沢字豊石山１７-４,0,NULL,NULL,1,heat
3000907,c19084,坂部,坂部,さかべ,34.941579,136.916562,23,470-2212,知多郡阿久比町大字卯坂字上向田３５-７,0,NULL,NULL,1,heat
3000908,5738b4,阿久比,阿久比,あぐい,34.931256,136.918517,23,470-2213,知多郡阿久比町大字阿久比字千速５４-３,0,NULL,NULL,1,heat
3000910,f0ab6d,植大,植大,うえだい,34.917457,136.923448,23,470-2216,知多郡阿久比町植大大前田４-３,0,NULL,NULL,1,heat
3000911,68b795,半田口,半田口,はんだぐち,34.909111,136.925462,23,475-0961,半田市岩滑中町２-１５０,0,NULL,NULL,1,heat
3000912,a97998,住吉町,住吉町,すみよしちょう,34.902042,136.925684,23,475-0902,半田市宮路町１５６-２,0,NULL,NULL,1,cool
3000913,0116a6,知多半田,知多半田,ちたはんだ,34.893931,136.925954,23,475-0857,半田市広小路町１２８-１,0,NULL,NULL,1,cool
3000914,53a907,成岩,成岩,ならわ,34.886209,136.921879,23,475-0846,半田市栄町３-４,0,NULL,NULL,1,cool
3000915,e7aef2,青山(愛知),青山,あおやま,34.878132,136.917,23,475-0837,半田市有楽町４-６,0,NULL,NULL,1,cool
3000916,470870,上ゲ,上ゲ,あげ,34.858389,136.916403,23,470-2339,知多郡武豊町字下門２３-５,0,NULL,NULL,1,cool
3000917,77e317,知多武豊,知多武豊,ちたたけとよ,34.850732,136.916439,23,470-2347,知多郡武豊町字道崎４３-８,0,NULL,NULL,1,eco
3000918,7c82a4,富貴,富貴,ふき,34.828823,136.917043,23,470-2531,知多郡武豊町大字冨貴外前田５-５,0,NULL,NULL,1,eco
3000920,a70370,河和口,河和口,こうわぐち,34.797805,136.918618,23,470-2401,知多郡美浜町大字布土字中平井３３-１,0,NULL,NULL,1,eco
3000921,dcf12e,河和,河和,こうわ,34.777771,136.912528,23,470-2406,知多郡美浜町大字河和字北田面５-１,0,NULL,NULL,1,eco
3001002,9d41b2,上野間,上野間,かみのま,34.807284,136.866854,23,470-3231,知多郡美浜町大字上野間字小手廻間２-１,0,NULL,NULL,1,heat
3001003,fa5f47,美浜緑苑,美浜緑苑,みはまりょくえん,34.80028,136.863063,23,470-3233,知多郡美浜町大字奥田字笑廻間２０-３,0,NULL,NULL,1,heat
3001004,ca1068,知多奥田,知多奥田,ちたおくだ,34.787617,136.864488,23,470-3233,知多郡美浜町大字奥田字森越７０-３,0,NULL,NULL,1,cool
3001005,d893b6,野間,野間,のま,34.7723,136.860683,23,470-3235,知多郡美浜町大字野間字新大町１６８-２,0,NULL,NULL,1,cool
3001006,7631c3,内海(愛知),内海,うつみ,34.744631,136.875544,23,470-3321,知多郡南知多町大字内海字先苅１７１-４,0,NULL,NULL,1,eco
3001102,16be1d,東名古屋港,東名古屋港,ひがしなごやこう,35.089091,136.899255,23,455-0024,名古屋市港区大江町９-９,0,NULL,NULL,1,heat
3001201,0e0b4b,栄町(愛知),栄町,さかえまち,35.170567,136.908962,23,461-0005,名古屋市東区東桜１-１２,0,NULL,NULL,1,cool
9951310,38c388,栄(愛知),栄,さかえ,35.16999,136.908031,23,460-0008,名古屋市中区栄３-５-１２,0,NULL,NULL,1,eco
3001202,c0cc53,東大手,東大手,ひがしおおて,35.183727,136.908376,23,460-0001,名古屋市中区三の丸４-１７,0,NULL,NULL,1,cool
3001203,3f0e8e,清水(愛知),清水,しみず,35.187152,136.913814,23,462-0844,名古屋市北区清水２-５-１,0,NULL,NULL,1,cool
3001204,d739ac,尼ヶ坂,尼ヶ坂,あまがさか,35.187957,136.91928,23,462-0837,名古屋市北区大杉1丁目20-1,0,NULL,NULL,1,cool
3001205,23d67c,森下(愛知),森下,もりした,35.188299,136.929657,23,461-0025,名古屋市東区徳川２-２５,0,NULL,NULL,1,cool
3001207,ecc8a4,矢田(愛知),矢田,やだ,35.193699,136.947802,23,461-0043,名古屋市東区大幸１-１０,0,NULL,NULL,1,cool
3001208,427396,守山自衛隊前,守山自衛隊前,もりやまじえいたいまえ,35.196258,136.957843,23,463-0065,名古屋市守山区廿軒家５-７,0,NULL,NULL,1,cool
9952304,f36118,守山(愛知),守山,もりやま,35.197431,136.956639,23,463-0067,名古屋市守山区守山１-９,0,NULL,NULL,1,eco
3001209,d0aa5a,瓢箪山(愛知),瓢箪山,ひょうたんやま,35.197222,136.965048,23,463-0062,名古屋市守山区長栄１５-１７,0,NULL,NULL,1,cool
3001210,2e2e85,小幡,小幡,おばた,35.200216,136.975769,23,463-0048,名古屋市守山区小幡南１-２１-２１,0,NULL,NULL,1,cool
3001211,cd7163,喜多山(愛知),喜多山,きたやま,35.205099,136.987735,23,463-0011,名古屋市守山区小幡字二軒家２６１０-１３,0,NULL,NULL,1,heat
3001212,3e9ced,大森・金城学院前,大森・金城学院前,おおもり・きんじょうがくいんまえ,35.206934,136.996465,23,463-0021,名古屋市守山区大森３-３０１,0,NULL,NULL,1,heat
3001213,f52a5b,印場,印場,いんば,35.211085,137.011132,23,488-0841,尾張旭市印場元町北山４４０９-３,0,NULL,NULL,1,heat
3001214,7c77b8,旭前,旭前,あさひまえ,35.214162,137.019706,23,488-0855,愛知県尾張旭市旭前町五丁目4-5,0,NULL,NULL,1,heat
3001215,624dd2,尾張旭,尾張旭,おわりあさひ,35.216743,137.036393,23,488-0801,尾張旭市東大道町原田２５９１-３,0,NULL,NULL,1,heat
3001216,5369ad,三郷(愛知),三郷,さんごう,35.216258,137.052352,23,488-0015,尾張旭市三郷町栄９２-１,0,NULL,NULL,1,heat
3001217,60c6c6,水野,水野,みずの,35.224296,137.069659,23,489-0917,瀬戸市效範町２-７５,0,NULL,NULL,1,eco
3001218,8dc7de,新瀬戸,新瀬戸,しんせと,35.225485,137.077639,23,489-0066,瀬戸市東横山町６２,0,NULL,NULL,1,eco
9951121,faf16f,瀬戸市,瀬戸市,せとし,35.225921,137.078452,23,489-0066,瀬戸市東横山町,0,NULL,NULL,1,eco
3001219,dedfa0,瀬戸市役所前,瀬戸市役所前,せとしやくしょまえ,35.224986,137.084177,23,489-0065,瀬戸市西追分町２,0,NULL,NULL,1,eco
3001220,c45106,尾張瀬戸,尾張瀬戸,おわりせと,35.225094,137.09727,23,489-0811,瀬戸市山脇町７,0,NULL,NULL,1,eco
3001302,e991bf,甚目寺,甚目寺,じもくじ,35.195953,136.825492,23,490-1111,愛知県あま市甚目寺郷浦,0,NULL,NULL,1,cool
3001303,b8fd0e,七宝,七宝,しっぽう,35.195775,136.806413,23,497-0001,愛知県あま市七宝町沖之島返上地82-1,0,NULL,NULL,1,cool
3001304,d7d774,木田,木田,きだ,35.195328,136.787865,23,490-1222,愛知県あま市木田道下54-2,0,NULL,NULL,1,cool
3001305,aa93a2,青塚,青塚,あおつか,35.198674,136.76708,23,496-0001,津島市青塚町字高畑３０４-４,0,NULL,NULL,1,heat
3001306,8a09b0,勝幡,勝幡,しょばた,35.195143,136.750082,23,496-8001,愛西市勝幡町五俵入２２６６-４,0,NULL,NULL,1,heat
3001307,c366f2,藤浪,藤浪,ふじなみ,35.188911,136.738766,23,496-8011,愛西市諏訪町中島３６７,0,NULL,NULL,1,heat
3001308,a0fec5,津島,津島,つしま,35.177982,136.730995,23,496-0802,津島市錦町１-１,0,NULL,NULL,1,cool
3001403,6d3c2f,五ノ三,五ノ三,ごのさん,35.129838,136.711464,23,498-0012,弥富市五之三町西本田２７,0,NULL,NULL,1,cool
3001404,c8a3e1,佐屋,佐屋,さや,35.147552,136.716612,23,496-0902,愛西市須依町佐原２２７７,0,NULL,NULL,1,cool
3001405,a019e3,日比野(名古屋鉄道),日比野,ひびの,35.163258,136.728351,23,496-0904,愛知県愛西市柚木町東田面793番地3,0,NULL,NULL,1,cool
3001407,57c54c,町方,町方,まちかた,35.18898,136.727551,23,496-8014,愛西市町方町南堤外１,0,NULL,NULL,1,cool
3001408,fabeaf,六輪,六輪,ろくわ,35.202395,136.729306,23,490-1323,稲沢市平和町須ケ脇４２６,0,NULL,NULL,1,cool
3001409,b3bfa7,渕高,渕高,ふちだか,35.213944,136.727256,23,496-8018,愛西市渕高町五ノ割４０-４,0,NULL,NULL,1,cool
3001410,cc4917,丸渕,丸渕,まるぶち,35.222635,136.728991,23,495-0021,稲沢市祖父江町三丸渕八嶋２０-３,0,NULL,NULL,1,cool
3001411,1b3a73,上丸渕,上丸渕,かみまるぶち,35.233809,136.732521,23,495-0021,稲沢市祖父江町三丸渕郷前４８-３,0,NULL,NULL,1,cool
3001412,964b17,森上,森上,もりかみ,35.247229,136.736698,23,495-0011,稲沢市祖父江町森上本郷７１８-１,0,NULL,NULL,1,cool
3001413,b088a1,山崎(愛知),山崎,やまざき,35.256548,136.739372,23,495-0002,稲沢市祖父江町山崎中屋敷１０５-１,0,NULL,NULL,1,heat
3001414,27cc8a,玉野,玉野,たまの,35.266327,136.747982,23,494-0013,一宮市玉野字河瑞１９,0,NULL,NULL,1,heat
3001415,7ec90a,萩原(愛知),萩原,はぎわら,35.277157,136.757703,23,491-0376,一宮市萩原町串作字荒神田面１４１４,0,NULL,NULL,1,heat
3001416,f273f7,二子,二子,ふたご,35.283986,136.766268,23,491-0353,一宮市萩原町萩原字大日２９０３-３,0,NULL,NULL,1,heat
3001417,25c322,苅安賀,苅安賀,かりやすか,35.287194,136.778275,23,491-0934,一宮市大和町苅安賀字上西之杁１３０,0,NULL,NULL,1,heat
3001418,9fcaab,観音寺(愛知),観音寺,かんのんじ,35.289716,136.786191,23,491-0916,一宮市観音寺２-５-２,0,NULL,NULL,1,heat
3001420,52425a,西一宮,西一宮,にしいちのみや,35.307603,136.791948,23,491-0046,一宮市天王１-３-１,0,NULL,NULL,1,eco
3001421,9c5094,開明,開明,かいめい,35.31926,136.7741,23,494-0001,一宮市開明名古羅４７-１,0,NULL,NULL,1,eco
3001422,7498e6,奥町,奥町,おくちょう,35.32434,136.761092,23,491-0201,一宮市奥町字南目草３０-１,0,NULL,NULL,1,eco
3001423,88e866,玉ノ井,玉ノ井,たまのい,35.334887,136.757968,23,493-0004,一宮市木曽川町玉ノ井古井田１４０,0,NULL,NULL,1,eco
3001504,b17d33,下小田井,下小田井,しもおたい,35.201878,136.870638,23,452-0022,清須市西枇杷島町上新,0,NULL,NULL,1,cool
3001505,bd61ab,中小田井,中小田井,なかおたい,35.214647,136.876772,23,452-0822,名古屋市西区中小田井,0,NULL,NULL,1,cool
3001506,a692a3,上小田井,上小田井,かみおたい,35.223482,136.876941,23,452-0816,名古屋市西区貴生町,0,NULL,NULL,1,cool
3001507,f72bf5,西春,西春,にしはる,35.244627,136.871235,23,481-0041,北名古屋市九之坪南町,0,NULL,NULL,1,cool
3001508,0b681e,徳重・名古屋芸大,徳重・名古屋芸大,とくしげ・なごやげいだい,35.256045,136.873384,23,481-0038,北名古屋市徳重大畑,0,NULL,NULL,1,cool
3001509,5fc92f,大山寺,大山寺,たいさんじ,35.263508,136.874748,23,482-0014,岩倉市大山寺町東出,0,NULL,NULL,1,cool
3001510,f9abd0,岩倉(愛知),岩倉,いわくら,35.277972,136.873511,23,482-0043,岩倉市本町１丁目,0,NULL,NULL,1,cool
3001511,6f5fb9,石仏,石仏,いしぼとけ,35.295545,136.871144,23,482-0034,岩倉市石仏町,0,NULL,NULL,1,heat
3001512,201c1c,布袋,布袋,ほてい,35.317135,136.872987,23,483-8141,江南市布袋町西布,0,NULL,NULL,1,heat
3001513,1b4f26,江南(愛知),江南,こうなん,35.33475,136.872109,23,483-8213,江南市古知野町字朝日,0,NULL,NULL,1,heat
3001514,604067,柏森,柏森,かしわもり,35.344807,136.900181,23,480-0103,丹羽郡扶桑町柏森天神,0,NULL,NULL,1,heat
3001515,7e7f21,扶桑,扶桑,ふそう,35.359557,136.91597,23,480-0102,丹羽郡扶桑町大字高雄字下山,0,NULL,NULL,1,heat
3001516,6b6030,木津用水,木津用水,こつようすい,35.366914,136.925977,23,480-0102,丹羽郡扶桑町大字高雄字米の山,0,NULL,NULL,1,eco
3001517,fcf795,犬山口,犬山口,いぬやまぐち,35.374212,136.939945,23,484-0081,犬山市大字犬山字末友,0,NULL,NULL,1,eco
3001518,65b458,犬山,犬山,いぬやま,35.379871,136.945536,23,484-0081,犬山市大字犬山字富士見町,0,NULL,NULL,1,eco
3001519,603736,犬山遊園,犬山遊園,いぬやまゆうえん,35.390331,136.946894,23,484-0081,犬山市大字犬山字端泉寺,0,NULL,NULL,1,eco
3001602,9b2fcc,鵜沼宿,鵜沼宿,うぬまじゅく,35.400015,136.932567,21,509-0132,各務原市鵜沼西町４丁目,0,NULL,NULL,1,cool
3001603,713ee1,羽場(岐阜),羽場,はば,35.40119,136.921535,21,509-0135,各務原市鵜沼羽場町６丁目,0,NULL,NULL,1,cool
3001604,4d8488,苧ヶ瀬,苧ヶ瀬,おがせ,35.403273,136.912266,21,509-0141,岐阜県各務原市鵜沼各務原町五丁目250,0,NULL,NULL,1,cool
3001606,224603,二十軒,二十軒,にじっけん,35.400098,136.889307,21,509-0146,各務原市鵜沼三ツ池町３丁目,0,NULL,NULL,1,heat
3001607,ad720a,三柿野,三柿野,みかきの,35.400156,136.876084,21,504-0904,各務原市蘇原三柿野町字往来添,0,NULL,NULL,1,heat
3001608,886725,六軒(岐阜),六軒,ろっけん,35.40105,136.861554,21,504-0905,各務原市蘇原六軒町４丁目,0,NULL,NULL,1,heat
3001609,dbafcd,各務原市役所前,各務原市役所前,かかみがはらしやくしょまえ,35.400869,136.847067,21,504-0912,各務原市那加桜町２丁目,0,NULL,NULL,1,eco
3001610,eb95d3,市民公園前,市民公園前,しみんこうえんまえ,35.400572,136.841829,21,504-0911,各務原市那加門前町４丁目,0,NULL,NULL,1,eco
3001612,4566ca,新加納,新加納,しんかのう,35.39938,136.824414,21,504-0034,各務原市那加浜見町１丁目,0,NULL,NULL,1,eco
3001613,034de1,高田橋,高田橋,たかだばし,35.398383,136.811488,21,500-8224,岐阜市高田２丁目,0,NULL,NULL,1,eco
3001614,ec4b49,手力,手力,てぢから,35.398269,136.804472,21,500-8233,岐阜市蔵前７丁目,0,NULL,NULL,1,eco
3001615,8c04c8,切通,切通,きりどおし,35.400257,136.79564,21,500-0000,岐阜市南長森切通,0,NULL,NULL,1,eco
3001616,8a07ba,細畑,細畑,ほそばた,35.401637,136.785141,21,500-8247,岐阜市長森細畑,0,NULL,NULL,1,eco
3001617,0dfda8,田神,田神,たがみ,35.411261,136.772189,21,500-8152,岐阜市入舟町１丁目,0,NULL,NULL,1,eco
3001702,f5e920,富岡前,富岡前,とみおかまえ,35.379508,136.962112,23,484-0092,犬山市大字富岡字株池１２７-３,0,NULL,NULL,1,cool
3001703,a8b624,善師野,善師野,ぜんじの,35.389744,136.980027,23,484-0003,犬山市大字善師野字真土５-２,0,NULL,NULL,1,cool
3001704,e94e5b,西可児,西可児,にしかに,35.404685,137.010616,21,509-0256,可児市東帷子３３４-３,0,NULL,NULL,1,cool
3001705,0efd2c,可児川,可児川,かにがわ,35.41812,137.01847,21,509-0206,可児市土田字北割田１３５６-７,0,NULL,NULL,1,cool
