station_code,line_code,index,numbering
2500135,25001,35,OH35
2500136,25001,36,OH36
2500137,25001,37,OH37
2500138,25001,38,OH38
2500139,25001,39,OH39
2500140,25001,40,OH40
2500141,25001,41,OH41
2500142,25001,42,OH42
2500143,25001,43,OH43
2500144,25001,44,OH44
2500145,25001,45,OH45
2500146,25001,46,OH46
100204,25001,47,OH47
2500128,25002,1,OH28
2500202,25002,2,OE01
2500203,25002,3,OE02
2500204,25002,4,OE03
2500205,25002,5,OE04
2500206,25002,6,OE05
2500207,25002,7,OE06
2500208,25002,8,OE07
2500209,25002,9,OE08
2500210,25002,10,OE09
2500211,25002,11,OE10
2500212,25002,12,OE11
2500213,25002,13,OE12
1130108,25002,14,OE13
2500215,25002,15,OE14
2500216,25002,16,OE15
2500217,25002,17,OE16
2500123,25003,1,OH23
2500302,25003,2,OT01
2500303,25003,3,OT02
2500304,25003,4,OT03
2500305,25003,5,OT04
2500306,25003,6,OT05
2500307,25003,7,OT06
2500308,25003,8,OT07
1130205,26001,1,TY01
2600102,26001,2,TY02
2600103,26001,3,TY03
2600104,26001,4,TY04
2600105,26001,5,TY05
2600106,26001,6,TY06
2600107,26001,7,TY07
2600108,26001,8,TY08
2600109,26001,9,TY09
2600110,26001,10,TY10
1130307,26001,11,TY11
2600112,26001,12,TY12
2600113,26001,13,TY13
2600114,26001,14,TY14
2600115,26001,15,TY15
1130603,26001,16,TY16
2600117,26001,17,TY17
2600118,26001,18,TY18
2600119,26001,19,TY19
2600120,26001,20,TY20
1130105,26001,21,TY21
1130203,26002,1,MG01
2600202,26002,2,MG02
2600203,26002,3,MG03
2600204,26002,4,MG04
2600205,26002,5,MG05
2600206,26002,6,MG06
2600207,26002,7,MG07
2600108,26002,8,MG08
2600109,26002,9,MG09
2600110,26002,10,MG10
1130307,26002,11,MG11
2600112,26002,12,MG12
2600113,26002,13,MG13
1130205,26003,1,DT01
2600302,26003,2,DT02
2600303,26003,3,DT03
2600304,26003,4,DT04
2600305,26003,5,DT05
2600306,26003,6,DT06
2600307,26003,7,DT07
2600308,26003,8,DT08
2600309,26003,9,DT09
2600310,26003,10,DT10
2600311,26003,11,DT11
2600312,26003,12,DT12
2600313,26003,13,DT13
2600314,26003,14,DT14
2600315,26003,15,DT15
2600316,26003,16,DT16
2600317,26003,17,DT17
2600318,26003,18,DT18
2600319,26003,19,DT19
2600320,26003,20,DT20
2600321,26003,21,DT21
1130609,26003,22,DT22
2600323,26003,23,DT23
2600324,26003,24,DT24
2600325,26003,25,DT25
2600326,26003,26,DT26
2500203,26003,27,DT27
1133228,26004,1,OM01
2600402,26004,2,OM02
2600403,26004,3,OM03
2600404,26004,4,OM04
2600405,26004,5,OM05
2600406,26004,6,OM06
2600407,26004,7,OM07
2600206,26004,8,OM08
2600409,26004,9,OM09
2600107,26004,10,OM10
2600411,26004,11,OM11
2600412,26004,12,OM12
2600413,26004,13,OM13
2600414,26004,14,OM14
2600307,26004,15,OM15/DT07
2600308,26004,16,DT08
2600309,26004,17,DT09
2600310,26004,18,OM16/DT10
1130202,26005,1,IK01
2600502,26005,2,IK02
2600503,26005,3,IK03
2600504,26005,4,IK04
2600406,26005,5,IK05
2600506,26005,6,IK06
2600507,26005,7,IK07
2600508,26005,8,IK08
2600509,26005,9,IK09
2600510,26005,10,IK10
2600511,26005,11,IK11
2600512,26005,12,IK12
2600513,26005,13,IK13
2600514,26005,14,IK14
1133230,26005,15,IK15
2600109,26006,1,TM01
2600602,26006,2,TM02
2600603,26006,3,TM03
2600604,26006,4,TM04
2600605,26006,5,TM05
2600606,26006,6,TM06
1133230,26006,7,TM07
2600303,26007,1,SG01
2600702,26007,2,SG02
2600703,26007,3,SG03
2600704,26007,4,SG04
2600705,26007,5,SG05
2600706,26007,6,SG06
2600707,26007,7,SG07
2600708,26007,8,SG08
2600709,26007,9,SG09
2400107,26007,10,SG10
1130609,26008,1,KD01
2600802,26008,2,KD02
2600803,26008,3,KD03
2700101,27001,1,A07
100202,27001,2,KK01
2700103,27001,3,KK02
2700104,27001,4,KK03
2700105,27001,5,KK04
2700106,27001,6,KK05
2700107,27001,7,KK06
2700108,27001,8,KK07
2700109,27001,9,KK08
2700110,27001,10,KK09
2700111,27001,11,KK10
2700112,27001,12,KK11
2700113,27001,13,KK18
2700114,27001,14,KK19
2700115,27001,15,KK20
1130326,27001,16,KK27
2700117,27001,17,KK28
2700118,27001,18,KK29
2700119,27001,19,KK30
2700120,27001,20,KK31
2700121,27001,21,KK32
2700122,27001,22,KK33
2700123,27001,23,KK34
2700124,27001,24,KK35
2700125,27001,25,KK36
1130105,27001,26,KK37
2700127,27001,27,KK38
2700128,27001,28,KK39
2700129,27001,29,KK40
2700130,27001,30,KK41
2700131,27001,31,KK42
2700132,27001,32,KK43
2700133,27001,33,KK44
2700134,27001,34,KK45
2700135,27001,35,KK46
2700136,27001,36,KK47
2700137,27001,37,KK48
2700138,27001,38,KK49
2700139,27001,39,KK50
2700140,27001,40,KK54
2700141,27001,41,KK55
2700142,27001,42,KK56
2700143,27001,43,KK57
2700144,27001,44,KK58
2700145,27001,45,KK59
2700146,27001,46,KK60
2700147,27001,47,KK61
2700148,27001,48,KK62
2700149,27001,49,KK63
2700150,27001,50,KK64
2700112,27002,1,KK11
2700202,27002,2,KK12
2700203,27002,3,KK13
2700204,27002,4,KK14
2700205,27002,5,KK15
2700207,27002,6,KK16
2700206,27002,7,KK17
2700115,27003,1,KK20
2700302,27003,2,KK21
2700303,27003,3,KK22
2700304,27003,4,KK23
2700305,27003,5,KK24
2700306,27003,6,KK25
2700307,27003,7,KK26
2700139,27004,1,KK50
2700402,27004,2,KK51
2700403,27004,3,KK52
2700404,27004,4,KK53
2700147,27005,1,KK61
2700502,27005,2,KK65
2700503,27005,3,KK66
2700504,27005,4,KK67
2700505,27005,5,KK68
2700506,27005,6,KK69
2700507,27005,7,KK70
2700508,27005,8,KK71
2700509,27005,9,KK72
1130205,28001,1,G01
2800118,28001,2,G02
2800117,28001,3,G03
2800116,28001,4,G04
2800115,28001,5,G05
2800114,28001,6,G06
2800113,28001,7,G07
1130102,28001,8,G08
2800111,28001,9,G09
2800110,28001,10,G10
2800109,28001,11,G11
2800108,28001,12,G12
1130223,28001,13,G13
2800106,28001,14,G14
2800105,28001,15,G15
100402,28001,16,G16
2800103,28001,17,G17
2800102,28001,18,G18
2100201,28001,19,G19
1130212,28002,1,M25
2800202,28002,2,M24
2800203,28002,3,M23
2800204,28002,4,M22
2800205,28002,5,M21
1131203,28002,6,M20
2800207,28002,7,M19
2800208,28002,8,M18
100201,28002,9,M17
2800111,28002,10,M16
2800211,28002,11,M15
2800212,28002,12,M14
2800115,28002,13,M13
1131102,28002,14,M12
2800215,28002,15,M11
2800216,28002,16,M10
2800217,28002,17,M09
1130208,28002,18,M08
2800219,28002,19,M07
2800220,28002,20,M06
2800221,28002,21,M05
2800222,28002,22,M04
2800223,28002,23,M03
2800224,28002,24,M02
1131217,28002,25,M01
2800226,28002,26,05
2800227,28002,27,04
2800228,28002,28,03
2600103,28003,1,H01
1130204,28003,2,H02
2800320,28003,3,H03
2800319,28003,4,H04
2800318,28003,5,H05
2800317,28003,6,H06
2800211,28003,7,H07
2800315,28003,8,H08
2800111,28003,9,H09
2800313,28003,10,H10
2800312,28003,11,H11
1132602,28003,12,H12
2800310,28003,13,H13
2800309,28003,14,H14
2800308,28003,15,H15
1130222,28003,16,H16
2800306,28003,17,H17
100402,28003,18,H18
2800304,28003,19,H19
2800303,28003,20,H20
1132004,28003,21,H21
1132005,28003,22,H22
1131214,28004,1,T01
2800402,28004,2,T02
1130210,28004,3,T03
2800404,28004,4,T04
2800405,28004,5,T05
1131316,28004,6,T06
2800407,28004,7,T07
2800408,28004,8,T08
2800208,28004,9,T09
2800109,28004,10,T10
2800310,28004,11,T11
2800412,28004,12,T12
2800413,28004,13,T13
2800414,28004,14,T14
2800415,28004,15,T15
2800416,28004,16,T16
2800417,28004,17,T17
2800418,28004,18,T18
2800419,28004,19,T19
2800420,28004,20,T20
2800421,28004,21,T21
2800422,28004,22,T22
1130524,28004,23,T23
2500105,28005,1,C01
2800519,28005,2,C02
2800518,28005,3,C03
2800118,28005,4,C04
2800516,28005,5,C05
2800515,28005,6,C06
2800212,28005,7,C07
2800211,28005,8,C08
2800315,28005,9,C09
2800511,28005,10,C10
2800208,28005,11,C11
2800509,28005,12,C12
2800508,28005,13,C13
2800507,28005,14,C14
2800506,28005,15,C15
1130217,28005,16,C16
2300104,28005,17,C17
1132005,28005,18,C18
1132006,28005,19,C19
2800501,28005,20,C20
2100111,28006,1,Y01
2800602,28006,2,Y02
2800603,28006,3,Y03
2800604,28006,4,Y04
2800605,28006,5,Y05
2200301,28006,6,Y06
2800607,28006,7,Y07
2800608,28006,8,Y08
1130212,28006,9,Y09
2800610,28006,10,Y10
2800611,28006,11,Y11
2800612,28006,12,Y12
1131316,28006,13,Y13
1131315,28006,14,Y14
2800615,28006,15,Y15
2800616,28006,16,Y16
2800617,28006,17,Y17
1130225,28006,18,Y18
2800619,28006,19,Y19
2800620,28006,20,Y20
2800621,28006,21,Y21
2800622,28006,22,Y22
2800623,28006,23,Y23
1132605,28006,24,Y24
1130205,28008,1,Z01
2800118,28008,2,Z02
2800116,28008,3,Z03
2800616,28008,4,Z04
2800805,28008,5,Z05
2800407,28008,6,Z06
2800807,28008,7,Z07
2800208,28008,8,Z08
2800108,28008,9,Z09
2800810,28008,10,Z10
2800811,28008,11,Z11
2800814,28008,12,Z12
1131322,28008,13,Z13
2300201,28008,14,Z14
1130203,28009,1,N01
2800918,28009,2,N02
2800917,28009,3,N03
2800916,28009,4,N04
2800915,28009,5,N05
2800114,28009,6,N06
2800616,28009,7,N07
1131102,28009,8,N08
1131315,28009,9,N09
1131316,28009,10,N10
2800204,28009,11,N11
2800908,28009,12,N12
2800907,28009,13,N13
1130215,28009,14,N14
2800905,28009,15,N15
1133212,28009,16,N16
2800903,28009,17,N17
2800902,28009,18,N18
2800901,28009,19,N19
2100111,28010,1,F01
2800602,28010,2,F02
2800603,28010,3,F03
2800604,28010,4,F04
2800605,28010,5,F05
2200301,28010,6,F06
2800607,28010,7,F07
2800608,28010,8,F08
1130212,28010,9,F09
2801010,28010,10,F10
2801011,28010,11,F11
2801012,28010,12,F12
2800217,28010,13,F13
2801014,28010,14,F14
2800518,28010,15,F15
1130205,28010,16,F16
1130105,29001,1,SO01
2900102,29001,2,SO02
2900103,29001,3,SO03
2900104,29001,4,SO04
2900105,29001,5,SO05
2900106,29001,6,SO06
2900107,29001,7,SO07
2900108,29001,8,SO08
2900109,29001,9,SO09
2900110,29001,10,SO10
2900111,29001,11,SO11
2900112,29001,12,SO12
2900113,29001,13,SO13
2500206,29001,14,SO14
2900115,29001,15,SO15
2900116,29001,16,SO16
2900117,29001,17,SO17
1130910,29001,18,SO18
2900110,29002,1,SO10
2900202,29002,2,SO31
2900203,29002,3,SO32
2900204,29002,4,SO33
2900205,29002,5,SO34
2900206,29002,6,SO35
2900207,29002,7,SO36
2500210,29002,8,SO37
2900301,29003,1,SO51
2900108,29003,2,SO08
100211,30001,1,NH01
3000102,30001,2,NH02
3000103,30001,3,NH03
3000104,30001,4,NH04
3000105,30001,5,NH05
3000106,30001,6,NH06
3000107,30001,7,NH07
3000108,30001,8,NH08
3000109,30001,9,NH09
3000110,30001,10,NH10
3000111,30001,11,NH11
3000112,30001,12,NH12
3000113,30001,13,NH13
3000114,30001,14,NH14
3000115,30001,15,NH15
3000116,30001,16,NH16
3000117,30001,17,NH17
3000118,30001,18,NH18
3000119,30001,19,NH19
3000120,30001,20,NH20
3000121,30001,21,NH21
3000122,30001,22,NH22
3000123,30001,23,NH23
3000124,30001,24,NH24
3000125,30001,25,NH25
3000126,30001,26,NH26
3000127,30001,27,NH27
3000128,30001,28,NH28
3000129,30001,29,NH29
3000130,30001,30,NH30
3000131,30001,31,NH31
3000132,30001,32,NH32
3000133,30001,33,NH33
1141102,30001,34,NH34
3000135,30001,35,NH35
3000136,30001,36,NH36
3000137,30001,37,NH37
3000138,30001,38,NH38
3000139,30001,39,NH39
3000140,30001,40,NH40
3000141,30001,41,NH41
3000142,30001,42,NH42
3000143,30001,43,NH43
3000144,30001,44,NH44
3000145,30001,45,NH45
3000146,30001,46,NH46
3000147,30001,47,NH47
3000148,30001,48,NH48
3000149,30001,49,NH49
3000150,30001,50,NH50
3000151,30001,51,NH51
3000152,30001,52,NH52
3000153,30001,53,NH53
3000154,30001,54,NH54
3000155,30001,55,NH55
3000156,30001,56,NH56
3000157,30001,57,NH57
3000158,30001,58,NH58
3000159,30001,59,NH59
3000160,30001,60,NH60
3000104,30002,1,NH04
3000202,30002,2,TK01
3000203,30002,3,TK02
3000204,30002,4,TK03
3000205,30002,5,TK04
3000117,30003,1,NH17
3000302,30003,2,GN01
3000303,30003,3,GN02
3000304,30003,4,GN03
3000305,30003,5,GN04
3000306,30003,6,GN05
3000316,30003,7,GN06
3000307,30003,8,GN07
3000308,30003,9,GN08
3000309,30003,10,GN09
3000310,30003,11,GN10
3000311,30003,12,GN11
3000313,30003,13,GN12
3000315,30003,14,GN13
3000315,30004,1,GN13
3000402,30004,2,GN14
3000403,30004,3,GN15
3000404,30004,4,GN16
3000405,30004,5,GN17
3000406,30004,6,GN18
3000407,30004,7,GN19
3000408,30004,8,GN20
3000409,30004,9,GN21
1150215,30004,10,GN22
3000501,30005,1,MU11
3000502,30005,2,MU10
3000503,30005,3,MU09
3000504,30005,4,MU08
3000505,30005,5,MU07
3000506,30005,6,MU06
3000507,30005,7,MU05
3000508,30005,8,MU04
3000509,30005,9,MU03
1150224,30005,10,MU02
3000511,30005,11,MU01
3000119,30005,12,NH19
3000513,30005,13,MY01
3000514,30005,14,MY02
3000515,30005,15,MY03
3000516,30005,16,MY04
3000517,30005,17,MY05
3000518,30005,18,MY06
3000519,30005,19,MY07
3000520,30005,20,MY08
3000521,30005,21,MY09
3000522,30005,22,MY10
3000523,30005,23,MY11
3000609,30006,1,TT07
3000608,30006,2,TT06
3000607,30006,3,TT05
3000606,30006,4,TT04
3000605,30006,5,TT03
3000604,30006,6,TT02
3000603,30006,7,TT01
3000520,30006,8,MY08
3000519,30006,9,MY07
3000701,30007,1,TA22
3000702,30007,2,TA23
3000703,30007,3,TA24
3000136,30008,1,NH36
3000135,30008,2,NH35
1141102,30008,3,NH34
3000133,30008,4,NH33
3000805,30008,5,TA01
3000806,30008,6,TA02
3000807,30008,7,TA03
3000808,30008,8,TA04
3000809,30008,9,TA05
3000810,30008,10,TA06
3000811,30008,11,TA07
3000812,30008,12,TA08
3000813,30008,13,TA09
3000814,30008,14,TA10
3000815,30008,15,TA11
3000816,30008,16,TA12
3000817,30008,17,TA13
3000818,30008,18,TA14
3000819,30008,19,TA15
3000820,30008,20,TA16
3000821,30008,21,TA17
3000822,30008,22,TA18
3000823,30008,23,TA19
3000824,30008,24,TA20
3000825,30008,25,TA21
3000701,30008,26,TA22
3000813,30009,1,TA09
3000902,30009,2,KC01
3000903,30009,3,KC03
3000904,30009,4,KC04
3000905,30009,5,KC05
3000906,30009,6,KC06
3000907,30009,7,KC07
3000908,30009,8,KC08
3000910,30009,9,KC09
3000911,30009,10,KC10
3000912,30009,11,KC11
3000913,30009,12,KC12
3000914,30009,13,KC13
3000915,30009,14,KC14
3000916,30009,15,KC15
3000917,30009,16,KC16
3000918,30009,17,KC17
3000920,30009,18,KC18
3000921,30009,19,KC19
3000918,30010,1,KC17
3001002,30010,2,KC20
3001003,30010,3,KC21
3001004,30010,4,KC22
3001005,30010,5,KC23
3001006,30010,6,KC24
3000807,30011,1,TA03
3001102,30011,2,CH01
3001201,30012,1,ST01
3001202,30012,2,ST02
3001203,30012,3,ST03
3001204,30012,4,ST04
3001205,30012,5,ST05
1141105,30012,6,ST06
3001207,30012,7,ST07
3001208,30012,8,ST08
3001209,30012,9,ST09
3001210,30012,10,ST10
3001211,30012,11,ST11
3001212,30012,12,ST12
3001213,30012,13,ST13
3001214,30012,14,ST14
3001215,30012,15,ST15
3001216,30012,16,ST16
3001217,30012,17,ST17
3001218,30012,18,ST18
3001219,30012,19,ST19
3001220,30012,20,ST20
3000142,30013,1,NH42
3001302,30013,2,TB01
3001303,30013,3,TB02
3001304,30013,4,TB03
3001305,30013,5,TB04
3001306,30013,6,TB05
3001307,30013,7,TB06
3001308,30013,8,TB07
1150806,30014,1,TB11
3001403,30014,2,TB10
3001404,30014,3,TB09
3001405,30014,4,TB08
3001308,30014,5,TB07
3001407,30014,6,BS01
3001408,30014,7,BS02
3001409,30014,8,BS03
3001410,30014,9,BS04
3001411,30014,10,BS05
3001412,30014,11,BS06
3001413,30014,12,BS07
3001414,30014,13,BS08
3001415,30014,14,BS09
3001416,30014,15,BS10
3001417,30014,16,BS11
3001418,30014,17,BS12
3000150,30014,18,NH50
3001420,30014,19,BS21
3001421,30014,20,BS22
3001422,30014,21,BS23
3001423,30014,22,BS24
3000136,30015,1,NH36
3000137,30015,2,NH37
3000138,30015,3,NH38
3001504,30015,4,IY01
3001505,30015,5,IY02
3001506,30015,6,IY03
3001507,30015,7,IY04
3001508,30015,8,IY05
3001509,30015,9,IY06
3001510,30015,10,IY07
3001511,30015,11,IY08
3001512,30015,12,IY09
3001513,30015,13,IY10
3001514,30015,14,IY11
3001515,30015,15,IY12
3001516,30015,16,IY13
3001517,30015,17,IY14
3001518,30015,18,IY15
3001519,30015,19,IY16
3001520,30015,20,IY17
3000160,30016,1,NH60
3001617,30016,2,KG16
3001616,30016,3,KG15
3001615,30016,4,KG14
3001614,30016,5,KG13
3001613,30016,6,KG12
3001612,30016,7,KG11
3001611,30016,8,KG10
3001610,30016,9,KG09
3001609,30016,10,KG08
3001608,30016,11,KG07
3001607,30016,12,KG06
3001606,30016,13,KG05
3001605,30016,14,KG04
3001604,30016,15,KG03
3001603,30016,16,KG02
3001602,30016,17,KG01
3001520,30016,18,IY17
3001518,30017,1,IY15
3001702,30017,2,HM01
3001703,30017,3,HM02
3001704,30017,4,HM03
3001705,30017,5,HM04
3001706,30017,6,HM05
3001707,30017,7,HM06
3001708,30017,8,HM07
3001709,30017,9,HM08
3001710,30017,10,HM09
3001711,30017,11,HM10
3001801,30018,1,KM13
3001802,30018,2,KM12
3001803,30018,3,KM11
3001804,30018,4,KM10
3001805,30018,5,KM09
3001806,30018,6,KM08
3001807,30018,7,KM07
3001808,30018,8,KM06
3001809,30018,9,KM05
3001810,30018,10,KM04
3001811,30018,11,KM03
3001812,30018,12,KM02
3001813,30018,13,KM01
3001518,30018,14,IY15
3000156,30020,1,NH56
3002002,30020,2,TH01
3002003,30020,3,TH02
3002004,30020,4,TH03
3002005,30020,5,TH04
3002006,30020,6,TH05
3002007,30020,7,TH06
3002008,30020,8,TH07
3002009,30020,9,TH08
3002009,30021,1,TH08
3002102,30021,2,TH09
3100101,31001,1,A01
3100102,31001,2,A02
3100103,31001,3,A03
3100201,31002,1,B26
3100202,31002,2,B27
3100203,31002,3,B28
3100204,31002,4,B29
3100205,31002,5,B30
3100206,31002,6,B31
3100207,31002,7,B32
3100208,31002,8,B33
3100209,31002,9,B34
3100210,31002,10,B35
3100211,31002,11,B36
3100212,31002,12,B37
3100213,31002,13,B38
3100214,31002,14,B39
3100215,31002,15,B40
3100216,31002,16,B41
3100217,31002,17,B42
3100301,31003,1,F01
3100302,31003,2,F02
3100303,31003,3,F03
3100304,31003,4,F04
3100305,31003,5,F05
3100306,31003,6,F06
3100307,31003,7,F07
3100308,31003,8,F08
3100309,31003,9,F09
3100310,31003,10,F10
3100311,31003,11,F11
3100312,31003,12,F12
3100313,31003,13,F13
3100314,31003,14,F14
3100315,31003,15,F15
3100316,31003,16,F16
3100317,31003,17,F17
3100318,31003,18,F18
3100319,31003,19,F19
3100320,31003,20,F20
3100321,31003,21,F21
3100322,31003,22,F22
3100323,31003,23,F23
3100324,31003,24,F24
3100325,31003,25,F25
3100326,31003,26,F26
3100327,31003,27,F27
3100217,31003,28,F42
3100103,31005,1,D03
1162317,31005,2,D04
3100503,31005,3,D05
3100504,31005,4,D06
3100505,31005,5,D07
3100506,31005,6,D08
3100507,31005,7,D09
3100508,31005,8,D10
3100509,31005,9,D11
3100510,31005,10,D12
3100511,31005,11,D13
3100512,31005,12,D14
3100513,31005,13,D15
3100514,31005,14,D16
3100515,31005,15,D17
3100516,31005,16,D18
3100517,31005,17,D19
3100518,31005,18,D20
3100519,31005,19,D21
3100520,31005,20,D22
3100521,31005,21,D23
3100522,31005,22,D24
3100523,31005,23,D25
3100524,31005,24,D26
3100525,31005,25,D27
3100214,31005,26,D39
3100527,31005,27,D40
3100528,31005,28,D41
1163710,31005,29,D42
3100530,31005,30,D43
3100531,31005,31,D44
3100532,31005,32,D45
3100533,31005,33,D46
3100534,31005,34,D47
3100535,31005,35,D48
3100536,31005,36,D49
3100537,31005,37,D50
3100538,31005,38,D51
3100539,31005,39,D52
3100540,31005,40,D53
3100541,31005,41,D54
3100542,31005,42,D55
3100543,31005,43,D56
3100544,31005,44,D57
3100545,31005,45,D58
3100546,31005,46,D59
3100547,31005,47,D60
3100548,31005,48,D61
3100217,31007,1,F42
3100702,31007,2,F43
3100703,31007,3,F44
3100704,31007,4,F45
3100705,31007,5,F46
3100706,31007,6,F47
1163611,31007,7,F48
3100708,31007,8,F49
3100709,31007,9,F50
3100710,31007,10,F51
3100711,31007,11,F52
3100712,31007,12,F53
3100713,31007,13,F54
3100714,31007,14,F55
3100715,31007,15,F56
3100716,31007,16,F57
3100801,31008,1,K21
3100802,31008,2,K22
3100803,31008,3,K23
3100804,31008,4,K24
3100805,31008,5,K25
3100806,31008,6,K26
3100807,31008,7,K27
3100808,31008,8,K28
3100809,31008,9,K29
3100810,31008,10,K30
3100548,31009,1,M61
3100902,31009,2,M62
3100903,31009,3,M63
1151008,31009,4,M64
3100905,31009,5,M65
3100906,31009,6,M66
3100907,31009,7,M67
3100908,31009,8,M68
3100909,31009,9,M69
3100910,31009,10,M70
3100911,31009,11,M71
3100912,31009,12,M72
1151206,31009,13,M73
3100914,31009,14,M74
3100914,31010,1,M74
3101002,31010,2,M75
3101003,31010,3,M76
3101004,31010,4,M77
1151211,31010,5,M78
3100207,31011,1,H32
3101102,31011,2,H33
3101103,31011,3,H34
1163705,31011,4,H35
3100315,31012,1,N15
3101202,31012,2,N16
1160712,31012,3,N17
3100801,31013,1,NULL
3101302,31013,2,NULL
3101303,31013,3,NULL
3101304,31013,4,NULL
3101305,31013,5,NULL
3101306,31013,6,NULL
3101307,31013,7,NULL
3101308,31013,8,NULL
3101303,31014,1,NULL
3101404,31014,2,NULL
1151211,31015,1,M78
3101502,31015,2,M79
3101503,31015,3,M80
3101504,31015,4,M81
3101505,31015,5,M82
3101506,31015,6,M83
3101507,31015,7,M84
3101508,31015,8,M85
3101509,31015,9,M86
3101510,31015,10,M87
3101511,31015,11,M88
3101512,31015,12,M89
3101513,31015,13,M90
3101514,31015,14,M91
3101515,31015,15,M92
3101516,31015,16,M93
3101601,31016,1,G17
3101602,31016,2,G18
3101603,31016,3,G19
3101604,31016,4,G20
3101605,31016,5,G21
3101606,31016,6,G22
3101607,31016,7,G23
3101608,31016,8,G24
3101609,31016,9,G25
3101610,31016,10,G26
3101611,31016,11,G27
1160708,31016,12,G28
3101701,31017,1,I36
3101702,31017,2,I37
3101703,31017,3,I38
3101704,31017,4,I39
3101705,31017,5,I40
3101706,31017,6,I41
3101707,31017,7,I42
3101708,31017,8,I43
3100323,31018,1,P23
3101802,31018,2,P24
3101803,31018,3,P25
3101804,31018,4,P26
3101901,31019,1,L29
3101902,31019,2,L30
3101903,31019,3,L31
3101904,31019,4,L32
3101905,31019,5,L33
3100504,31020,1,A06
3102002,31020,2,A07
3102003,31020,3,A08
3102004,31020,4,A09
3102005,31020,5,A10
3102006,31020,6,A11
3102007,31020,7,A12
3102008,31020,8,A13
3102009,31020,9,A14
3102010,31020,10,A15
3102011,31020,11,A16
3101601,31020,12,A17
3102013,31020,13,A18
3102014,31020,14,A19
3102015,31020,15,A20
3102016,31020,16,A21
3100201,31020,17,A26
3102018,31020,18,A27
3102019,31020,19,A28
3100510,31021,1,J12
3102102,31021,2,J13
3102103,31021,3,J14
3100316,31022,1,O16
3102202,31022,2,O17
3102203,31022,3,O18
3102204,31022,4,O19
3102205,31022,5,O20
3102206,31022,6,O21
3102207,31022,7,O22
3102208,31022,8,O23
3102301,31023,1,C23
3102302,31023,2,C24
3102303,31023,3,C25
3102304,31023,4,C26
3101601,31023,5,C27
3102306,31023,6,C28
3102307,31023,7,C29
3102308,31023,8,C30
3102103,31024,1,Z14
3102402,31024,2,Z15
100216,31025,1,B01
3102502,31025,2,B02
3102503,31025,3,B03
3102504,31025,4,B04
3102505,31025,5,B05
3102506,31025,6,B06
3102507,31025,7,B07
3102508,31025,8,B08
3102509,31025,9,B09
3102510,31025,10,B10
3102511,31025,11,B11
3102512,31025,12,B12
3102513,31025,13,B13
3102514,31025,14,B14
3102515,31025,15,B15
3102516,31025,16,B16
3102517,31025,17,B17
3102518,31025,18,B18
3102519,31025,19,B19
3102520,31025,20,B20
3102521,31025,21,B21
3102522,31025,22,B22
3102523,31025,23,B23
3102524,31025,24,B24
3102525,31025,25,B25
3100201,31025,26,B26/A26
3102018,31025,27,A27
3102019,31025,28,A28
3102601,31026,1,Y17
3102602,31026,2,Y18
3102603,31026,3,Y19
3102604,31026,4,Y20
3102605,31026,5,Y21
3102701,31027,1,E01
3102702,31027,2,E02
3102703,31027,3,E03
3102704,31027,4,E04
3102705,31027,5,E05
3102706,31027,6,E06
3102707,31027,7,E07
3102708,31027,8,E08
3102709,31027,9,E09
3102710,31027,10,E10
3102711,31027,11,E11
3102712,31027,12,E12
1150808,31027,13,E13
3102714,31027,14,E14
3102715,31027,15,E15
3102716,31027,16,E16
3102717,31027,17,E17
3102718,31027,18,E18
3102719,31027,19,E19
3102720,31027,20,E20
3100801,31027,21,E21
3102722,31027,22,E22
3102723,31027,23,E23
3102724,31027,24,E24
3102725,31027,25,E25
3102726,31027,26,E26
3102727,31027,27,E27
3102728,31027,28,E28
3101901,31027,29,E29
3102730,31027,30,E30
3102731,31027,31,E31
3102732,31027,32,E32
3102733,31027,33,E33
3102734,31027,34,E34
3102735,31027,35,E35
3102736,31027,36,E36
3102737,31027,37,E37
3102738,31027,38,E38
1151004,31027,39,E39
3102740,31027,40,E40
3102741,31027,41,E41
3102742,31027,42,E42
3102743,31027,43,E43
3100548,31027,44,E61
3200101,32001,1,NK01
1160720,32001,2,NK03
3200103,32001,3,NK05
3200104,32001,4,NK06
3200105,32001,5,NK07
3200106,32001,6,NK08
3200107,32001,7,NK09
3200108,32001,8,NK10
3200109,32001,9,NK11
3200110,32001,10,NK12
3200111,32001,11,NK13
3200112,32001,12,NK14
3200113,32001,13,NK15
3200114,32001,14,NK16
3200115,32001,15,NK17
3200116,32001,16,NK18
3200117,32001,17,NK19
3200118,32001,18,NK20
3200119,32001,19,NK21
3200120,32001,20,NK22
3200121,32001,21,NK23
3200122,32001,22,NK24
3200123,32001,23,NK25
3200124,32001,24,NK26
3200125,32001,25,NK27
3200126,32001,26,NK28
3200127,32001,27,NK29
3200128,32001,28,NK30
3200129,32001,29,NK33
3200130,32001,30,NK34
3200131,32001,31,NK35
3200132,32001,32,NK36
3200133,32001,33,NK37
3200134,32001,34,NK38
3200135,32001,35,NK39
3200136,32001,36,NK40
3200137,32001,37,NK41
3200138,32001,38,NK42
3200141,32001,39,NK43
3200139,32001,40,NK44
1164003,32001,41,NK45
3200128,32002,1,NK30
1162802,32002,2,NK31
1162803,32002,3,NK32
1164003,32003,1,NK45
3200302,32003,2,NK45-1
3200114,32004,1,NK16
